uniprot_accession,protein_name,pathway,compound,cid
Q16696,Cytochrome P450 2A13,Reactome_R-HSA-1430728,caffeine,2519
Q16698,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q16718,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,Reactome_R-HSA-1430728,caffeine,2519
Q16719,Kynureninase,Reactome_R-HSA-1430728,caffeine,2519
Q16739,Ceramide glucosyltransferase,Reactome_R-HSA-1430728,caffeine,2519
Q16762,Thiosulfate sulfurtransferase,Reactome_R-HSA-1430728,caffeine,2519
Q16772,Glutathione S-transferase A3,Reactome_R-HSA-1430728,caffeine,2519
Q16773,Kynurenine--oxoglutarate transaminase 1,Reactome_R-HSA-1430728,caffeine,2519
Q16774,Guanylate kinase,Reactome_R-HSA-1430728,caffeine,2519
Q16775-2,GLO2_HUMAN,Reactome_R-HSA-1430728,caffeine,2519
Q16790,Carbonic anhydrase 9,Reactome_R-HSA-1430728,caffeine,2519
Q16795,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q16816,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform",Reactome_R-HSA-1430728,caffeine,2519
Q16822,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q16836,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q16850,Lanosterol 14-alpha demethylase,Reactome_R-HSA-1430728,caffeine,2519
Q16851,UTP--glucose-1-phosphate uridylyltransferase,Reactome_R-HSA-1430728,caffeine,2519
Q16853,Amine oxidase [copper-containing] 3,Reactome_R-HSA-1430728,caffeine,2519
Q16854,"Deoxyguanosine kinase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q16873,Leukotriene C4 synthase,Reactome_R-HSA-1430728,caffeine,2519
Q16875,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3",Reactome_R-HSA-1430728,caffeine,2519
Q16877,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4",Reactome_R-HSA-1430728,caffeine,2519
Q16878,Cysteine dioxygenase type 1,Reactome_R-HSA-1430728,caffeine,2519
Q16880,2-hydroxyacylsphingosine 1-beta-galactosyltransferase,Reactome_R-HSA-1430728,caffeine,2519
Q16881,"Thioredoxin reductase 1, cytoplasmic",Reactome_R-HSA-1430728,caffeine,2519
Q1HG43,Dual oxidase maturation factor 1,Reactome_R-HSA-1430728,caffeine,2519
Q1HG44,Dual oxidase maturation factor 2,Reactome_R-HSA-1430728,caffeine,2519
Q32NB8,"CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q330K2,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6",Reactome_R-HSA-1430728,caffeine,2519
Q3LIE5,Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase,Reactome_R-HSA-1430728,caffeine,2519
Q3LXA3,Triokinase/FMN cyclase,Reactome_R-HSA-1430728,caffeine,2519
Q3SY69,Mitochondrial 10-formyltetrahydrofolate dehydrogenase,Reactome_R-HSA-1430728,caffeine,2519
Q49B96,Cytochrome c oxidase assembly protein COX19,Reactome_R-HSA-1430728,caffeine,2519
Q4G0N4,"NAD kinase 2, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q4G176,"Malonate--CoA ligase ACSF3, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q4KWH8,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1",Reactome_R-HSA-1430728,caffeine,2519
Q53H12,"Acylglycerol kinase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q53H76,Phospholipase A1 member A,Reactome_R-HSA-1430728,caffeine,2519
Q53H96,Pyrroline-5-carboxylate reductase 3,Reactome_R-HSA-1430728,caffeine,2519
Q53S58,Transmembrane protein 177,Reactome_R-HSA-1430728,caffeine,2519
Q58HT5,Acyl-CoA wax alcohol acyltransferase 1,Reactome_R-HSA-1430728,caffeine,2519
Q5EBL8,PDZ domain-containing protein 11,Reactome_R-HSA-1430728,caffeine,2519
Q5HYK3,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q5K4L6,Long-chain fatty acid transport protein 3,Reactome_R-HSA-1430728,caffeine,2519
Q5MY95,Ectonucleoside triphosphate diphosphohydrolase 8,Reactome_R-HSA-1430728,caffeine,2519
Q5QJU3,Alkaline ceramidase 2,Reactome_R-HSA-1430728,caffeine,2519
Q5RI15,"Cytochrome c oxidase assembly protein COX20, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q5SGD2,Protein phosphatase 1L,Reactome_R-HSA-1430728,caffeine,2519
Q5SRE5,Nucleoporin NUP188,Reactome_R-HSA-1430728,caffeine,2519
Q5SW96,Low density lipoprotein receptor adapter protein 1,Reactome_R-HSA-1430728,caffeine,2519
Q5T2R2,All trans-polyprenyl-diphosphate synthase PDSS1,Reactome_R-HSA-1430728,caffeine,2519
Q5TEU4,"Arginine-hydroxylase NDUFAF5, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q5U5X0,Complex III assembly factor LYRM7,Reactome_R-HSA-1430728,caffeine,2519
Q5UE93,Phosphoinositide 3-kinase regulatory subunit 6,Reactome_R-HSA-1430728,caffeine,2519
Q5VT66,Mitochondrial amidoxime-reducing component 1,Reactome_R-HSA-1430728,caffeine,2519
Q5VUM1,"Succinate dehydrogenase assembly factor 4, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q5VYX0,Renalase,Reactome_R-HSA-1430728,caffeine,2519
Q63HM1,Kynurenine formamidase,Reactome_R-HSA-1430728,caffeine,2519
Q69YU5,Ubiquinol-cytochrome c reductase complex assembly factor 6,Reactome_R-HSA-1430728,caffeine,2519
Q6DHV7,N6-Methyl-AMP deaminase,Reactome_R-HSA-1430728,caffeine,2519
Q6DKK2,"Tetratricopeptide repeat protein 19, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q6E213,Acyl-CoA wax alcohol acyltransferase 2,Reactome_R-HSA-1430728,caffeine,2519
Q6FI81,Anamorsin,Reactome_R-HSA-1430728,caffeine,2519
Q6GMR7,Fatty-acid amide hydrolase 2,Reactome_R-HSA-1430728,caffeine,2519
Q6GTS8,N-fatty-acyl-amino acid synthase/hydrolase PM20D1,Reactome_R-HSA-1430728,caffeine,2519
Q6IA69,Glutamine-dependent NAD(+) synthetase,Reactome_R-HSA-1430728,caffeine,2519
Q6IAN0,Peroxisomal reductase activating PPAR-gamma,Reactome_R-HSA-1430728,caffeine,2519
Q6IMI4,Sulfotransferase 6B1,Reactome_R-HSA-1430728,caffeine,2519
Q6JQN1,Acyl-CoA dehydrogenase family member 10,Reactome_R-HSA-1430728,caffeine,2519
Q6NT55,Ultra-long-chain fatty acid omega-hydroxylase,Reactome_R-HSA-1430728,caffeine,2519
Q6NUM9,"All-trans-retinol 13,14-reductase",Reactome_R-HSA-1430728,caffeine,2519
Q6NVY1,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q6P1J6,"Phospholipase B1, membrane-associated",Reactome_R-HSA-1430728,caffeine,2519
Q6P2C8,Mediator of RNA polymerase II transcription subunit 27,Reactome_R-HSA-1430728,caffeine,2519
Q6P4A7,Sideroflexin-4,Reactome_R-HSA-1430728,caffeine,2519
Q6P4F2,"Ferredoxin-2, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q6P531,Glutathione hydrolase 6,Reactome_R-HSA-1430728,caffeine,2519
Q6P587,"Oxaloacetate tautomerase FAHD1, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q6PCB7,Long-chain fatty acid transport protein 1,Reactome_R-HSA-1430728,caffeine,2519
Q6PCE3,"Glucose 1,6-bisphosphate synthase",Reactome_R-HSA-1430728,caffeine,2519
Q6PHW0,Iodotyrosine deiodinase 1,Reactome_R-HSA-1430728,caffeine,2519
Q6PKC3,Thioredoxin domain-containing protein 11,Reactome_R-HSA-1430728,caffeine,2519
Q6Q788,Apolipoprotein A-V,Reactome_R-HSA-1430728,caffeine,2519
Q6QHC5,Sphingolipid delta(4)-desaturase/C4-monooxygenase DES2,Reactome_R-HSA-1430728,caffeine,2519
Q6QHF9,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase,Reactome_R-HSA-1430728,caffeine,2519
Q6UB35,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q6UW78,Ubiquinol-cytochrome-c reductase complex assembly factor 3,Reactome_R-HSA-1430728,caffeine,2519
Q6UWP7,Lysocardiolipin acyltransferase 1,Reactome_R-HSA-1430728,caffeine,2519
Q6UWR7,Glycerophosphocholine cholinephosphodiesterase ENPP6,Reactome_R-HSA-1430728,caffeine,2519
Q6UWS5,"Protein PET117 homolog, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q6UWV6,Ectonucleotide pyrophosphatase/phosphodiesterase family member 7,Reactome_R-HSA-1430728,caffeine,2519
Q6UWW8,Carboxylesterase 3,Reactome_R-HSA-1430728,caffeine,2519
Q6V0L0,Cytochrome P450 26C1,Reactome_R-HSA-1430728,caffeine,2519
Q6VVB1,E3 ubiquitin-protein ligase NHLRC1,Reactome_R-HSA-1430728,caffeine,2519
Q6VVX0,Vitamin D 25-hydroxylase,Reactome_R-HSA-1430728,caffeine,2519
Q6XQN6,Nicotinate phosphoribosyltransferase,Reactome_R-HSA-1430728,caffeine,2519
Q6YBV0,Neutral amino acid uniporter 4,Reactome_R-HSA-1430728,caffeine,2519
Q6YP21,Kynurenine--oxoglutarate transaminase 3,Reactome_R-HSA-1430728,caffeine,2519
Q6ZMR3,L-lactate dehydrogenase A-like 6A,Reactome_R-HSA-1430728,caffeine,2519
Q6ZNB7,Alkylglycerol monooxygenase,Reactome_R-HSA-1430728,caffeine,2519
Q6ZPD8,Diacylglycerol O-acyltransferase 2-like protein 6,Reactome_R-HSA-1430728,caffeine,2519
Q6ZQW0,"Indoleamine 2,3-dioxygenase 2",Reactome_R-HSA-1430728,caffeine,2519
Q6ZQY3,Acidic amino acid decarboxylase GADL1,Reactome_R-HSA-1430728,caffeine,2519
Q6ZV29,Patatin-like phospholipase domain-containing protein 7,Reactome_R-HSA-1430728,caffeine,2519
Q6ZVK8-1,NUDT18-1,Reactome_R-HSA-1430728,caffeine,2519
Q6ZWL3,Cytochrome P450 4V2,Reactome_R-HSA-1430728,caffeine,2519
Q709F0,Acyl-CoA dehydrogenase family member 11,Reactome_R-HSA-1430728,caffeine,2519
Q71F56,Mediator of RNA polymerase II transcription subunit 13-like,Reactome_R-HSA-1430728,caffeine,2519
Q71SY5,Mediator of RNA polymerase II transcription subunit 25,Reactome_R-HSA-1430728,caffeine,2519
Q76EJ3,Nucleotide sugar transporter SLC35D2,Reactome_R-HSA-1430728,caffeine,2519
Q7KZN9,Heme A synthase COX15,Reactome_R-HSA-1430728,caffeine,2519
Q7L266,Isoaspartyl peptidase/L-asparaginase,Reactome_R-HSA-1430728,caffeine,2519
Q7L4E1,Mitoguardin 2,Reactome_R-HSA-1430728,caffeine,2519
Q7L592,"Protein arginine methyltransferase NDUFAF7, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q7L5A8,Fatty acid 2-hydroxylase,Reactome_R-HSA-1430728,caffeine,2519
Q7L5L3,Lysophospholipase D GDPD3,Reactome_R-HSA-1430728,caffeine,2519
Q7L5Y9,E3 ubiquitin-protein transferase MAEA,Reactome_R-HSA-1430728,caffeine,2519
Q7LFX5,Carbohydrate sulfotransferase 15,Reactome_R-HSA-1430728,caffeine,2519
Q7LG56,Ribonucleoside-diphosphate reductase subunit M2 B,Reactome_R-HSA-1430728,caffeine,2519
Q7LGA3,Heparan sulfate 2-O-sulfotransferase 1,Reactome_R-HSA-1430728,caffeine,2519
Q7RTV2,Glutathione S-transferase A5,Reactome_R-HSA-1430728,caffeine,2519
Q7Z3B4,Nucleoporin p54,Reactome_R-HSA-1430728,caffeine,2519
Q7Z449,Cytochrome P450 2U1,Reactome_R-HSA-1430728,caffeine,2519
Q7Z4W1,L-xylulose reductase,Reactome_R-HSA-1430728,caffeine,2519
Q7Z5P4,17-beta-hydroxysteroid dehydrogenase 13,Reactome_R-HSA-1430728,caffeine,2519
Q7Z6Z6,Patatin-like phospholipase domain-containing protein 5,Reactome_R-HSA-1430728,caffeine,2519
Q7Z7K0,COX assembly mitochondrial protein homolog,Reactome_R-HSA-1430728,caffeine,2519
Q86SK9,Stearoyl-CoA desaturase 5,Reactome_R-HSA-1430728,caffeine,2519
Q86SX6,"Glutaredoxin-related protein 5, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q86T03,"Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase",Reactome_R-HSA-1430728,caffeine,2519
Q86U10,60 kDa lysophospholipase,Reactome_R-HSA-1430728,caffeine,2519
Q86U28,"Iron-sulfur cluster assembly 2 homolog, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q86UL3,Glycerol-3-phosphate acyltransferase 4,Reactome_R-HSA-1430728,caffeine,2519
Q86UW1,Organic solute transporter subunit alpha,Reactome_R-HSA-1430728,caffeine,2519
Q86UW2,Organic solute transporter subunit beta,Reactome_R-HSA-1430728,caffeine,2519
Q86V21,Acetoacetyl-CoA synthetase,Reactome_R-HSA-1430728,caffeine,2519
Q86V24,Adiponectin receptor protein 2,Reactome_R-HSA-1430728,caffeine,2519
Q86VD7,Mitochondrial coenzyme A transporter SLC25A42,Reactome_R-HSA-1430728,caffeine,2519
Q86VZ5,Phosphatidylcholine:ceramide cholinephosphotransferase 1,Reactome_R-HSA-1430728,caffeine,2519
Q86WA6,Serine hydrolase BPHL,Reactome_R-HSA-1430728,caffeine,2519
Q86WA9,Sodium-independent sulfate anion transporter,Reactome_R-HSA-1430728,caffeine,2519
Q86WG5,Myotubularin-related protein 13,Reactome_R-HSA-1430728,caffeine,2519
Q86WW8,Cytochrome c oxidase assembly factor 5,Reactome_R-HSA-1430728,caffeine,2519
Q86X67,"NAD(P)H pyrophosphatase NUDT13, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q86XE5,"4-hydroxy-2-oxoglutarate aldolase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q86XF0,"Dihydrofolate reductase 2, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q86Y39,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11,Reactome_R-HSA-1430728,caffeine,2519
Q86YH6,All trans-polyprenyl-diphosphate synthase PDSS2,Reactome_R-HSA-1430728,caffeine,2519
Q86YN6,Peroxisome proliferator-activated receptor gamma coactivator 1-beta,Reactome_R-HSA-1430728,caffeine,2519
Q86YW0,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase zeta-1",Reactome_R-HSA-1430728,caffeine,2519
Q8IUR7,Armadillo repeat-containing protein 8,Reactome_R-HSA-1430728,caffeine,2519
Q8IUX1,"Complex I assembly factor TMEM126B, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q8IUZ5,5-phosphohydroxy-L-lysine phospho-lyase,Reactome_R-HSA-1430728,caffeine,2519
Q8IV16,Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1,Reactome_R-HSA-1430728,caffeine,2519
Q8IV42,L-seryl-tRNA(Sec) kinase,Reactome_R-HSA-1430728,caffeine,2519
Q8IVF5,Rho guanine nucleotide exchange factor TIAM2,Reactome_R-HSA-1430728,caffeine,2519
Q8IVH4,"Methylmalonic aciduria type A protein, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q8IVI9,Nostrin,Reactome_R-HSA-1430728,caffeine,2519
Q8IVQ6,Palmitoyltransferase ZDHHC21,Reactome_R-HSA-1430728,caffeine,2519
Q8IVS2,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q8IVS8,Glycerate kinase,Reactome_R-HSA-1430728,caffeine,2519
Q8IVV7,Glucose-induced degradation protein 4 homolog,Reactome_R-HSA-1430728,caffeine,2519
Q8IW45,ATP-dependent (S)-NAD(P)H-hydrate dehydratase,Reactome_R-HSA-1430728,caffeine,2519
Q8IWL3,Iron-sulfur cluster co-chaperone protein HscB,Reactome_R-HSA-1430728,caffeine,2519
Q8IWW8,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q8IY17,Patatin-like phospholipase domain-containing protein 6,Reactome_R-HSA-1430728,caffeine,2519
Q8IY26,Polyisoprenoid diphosphate/phosphate phosphohydrolase PLPP6,Reactome_R-HSA-1430728,caffeine,2519
Q8N0U8,Vitamin K epoxide reductase complex subunit 1-like protein 1,Reactome_R-HSA-1430728,caffeine,2519
Q8N159,"N-acetylglutamate synthase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q8N183,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2,Reactome_R-HSA-1430728,caffeine,2519
Q8N1F7,Nuclear pore complex protein Nup93,Reactome_R-HSA-1430728,caffeine,2519
Q8N1Q1,Carbonic anhydrase 13,Reactome_R-HSA-1430728,caffeine,2519
Q8N2A8,Mitochondrial cardiolipin hydrolase,Reactome_R-HSA-1430728,caffeine,2519
Q8N2W9,E3 SUMO-protein ligase PIAS4,Reactome_R-HSA-1430728,caffeine,2519
Q8N335,Glycerol-3-phosphate dehydrogenase 1-like protein,Reactome_R-HSA-1430728,caffeine,2519
Q8N3E9,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3",Reactome_R-HSA-1430728,caffeine,2519
Q8N3J5,Protein phosphatase Mn(2+)-dependent 1K,Reactome_R-HSA-1430728,caffeine,2519
Q8N465,"D-2-hydroxyglutarate dehydrogenase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q8N490-2,MR-1S,Reactome_R-HSA-1430728,caffeine,2519
Q8N4J0,Carnosine N-methyltransferase,Reactome_R-HSA-1430728,caffeine,2519
Q8N4T8,3-oxoacyl-[acyl-carrier-protein] reductase,Reactome_R-HSA-1430728,caffeine,2519
Q8N5G0,Small integral membrane protein 20,Reactome_R-HSA-1430728,caffeine,2519
Q8N5Z0,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q8N661,Lysoplasmalogenase TMEM86B,Reactome_R-HSA-1430728,caffeine,2519
Q8N695,Sodium-coupled monocarboxylate transporter 1,Reactome_R-HSA-1430728,caffeine,2519
Q8N6M3,Acyl-coenzyme A diphosphatase FITM2,Reactome_R-HSA-1430728,caffeine,2519
Q8N8N7,Prostaglandin reductase 2,Reactome_R-HSA-1430728,caffeine,2519
Q8N8Q8,"Cytochrome c oxidase assembly protein COX18, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q8N9F0,N-acetylaspartate synthetase,Reactome_R-HSA-1430728,caffeine,2519
Q8N9F7,Lysophospholipase D GDPD1,Reactome_R-HSA-1430728,caffeine,2519
Q8NA29,Sodium-dependent lysophosphatidylcholine symporter 1,Reactome_R-HSA-1430728,caffeine,2519
Q8NAN2,Mitoguardin 1,Reactome_R-HSA-1430728,caffeine,2519
Q8NBJ7,Inactive C-alpha-formylglycine-generating enzyme 2,Reactome_R-HSA-1430728,caffeine,2519
Q8NBK3,Formylglycine-generating enzyme,Reactome_R-HSA-1430728,caffeine,2519
Q8NBQ5,Estradiol 17-beta-dehydrogenase 11,Reactome_R-HSA-1430728,caffeine,2519
Q8NBZ7,UDP-glucuronic acid decarboxylase 1,Reactome_R-HSA-1430728,caffeine,2519
Q8NCC3,Lysosomal phospholipase A and acyltransferase,Reactome_R-HSA-1430728,caffeine,2519
Q8NCH0,Carbohydrate sulfotransferase 14,Reactome_R-HSA-1430728,caffeine,2519
Q8NCW5,NAD(P)H-hydrate epimerase,Reactome_R-HSA-1430728,caffeine,2519
Q8NE62,"Choline dehydrogenase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q8NEL9,Phospholipase DDHD1,Reactome_R-HSA-1430728,caffeine,2519
Q8NF37,Lysophosphatidylcholine acyltransferase 1,Reactome_R-HSA-1430728,caffeine,2519
Q8NFF5,Bifunctional FAD diphosphatase/FAD synthase,Reactome_R-HSA-1430728,caffeine,2519
Q8NFH3,Nucleoporin Nup43,Reactome_R-HSA-1430728,caffeine,2519
Q8NFH4,Nucleoporin Nup37,Reactome_R-HSA-1430728,caffeine,2519
Q8NFH5,Nucleoporin NUP35,Reactome_R-HSA-1430728,caffeine,2519
Q8NFP7,Diphosphoinositol polyphosphate phosphohydrolase 3-alpha,Reactome_R-HSA-1430728,caffeine,2519
Q8NFU3,Thiosulfate:glutathione sulfurtransferase,Reactome_R-HSA-1430728,caffeine,2519
Q8NFU5,Inositol polyphosphate multikinase,Reactome_R-HSA-1430728,caffeine,2519
Q8NHP1,Aflatoxin B1 aldehyde reductase member 4,Reactome_R-HSA-1430728,caffeine,2519
Q8NHU3,Phosphatidylcholine:ceramide cholinephosphotransferase 2,Reactome_R-HSA-1430728,caffeine,2519
Q8NHY0,"Beta-1,4 N-acetylgalactosaminyltransferase 2",Reactome_R-HSA-1430728,caffeine,2519
Q8TB37,Iron-sulfur cluster transfer protein NUBPL,Reactome_R-HSA-1430728,caffeine,2519
Q8TB40,(Lyso)-N-acylphosphatidylethanolamine lipase,Reactome_R-HSA-1430728,caffeine,2519
Q8TB92,"3-hydroxy-3-methylglutaryl-CoA lyase, cytoplasmic",Reactome_R-HSA-1430728,caffeine,2519
Q8TBF2,Prostamide/prostaglandin F synthase,Reactome_R-HSA-1430728,caffeine,2519
Q8TBG4,Ethanolamine-phosphate phospho-lyase,Reactome_R-HSA-1430728,caffeine,2519
Q8TBX8,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,Reactome_R-HSA-1430728,caffeine,2519
Q8TC12,Retinol dehydrogenase 11,Reactome_R-HSA-1430728,caffeine,2519
Q8TCD5,"5'(3')-deoxyribonucleotidase, cytosolic type",Reactome_R-HSA-1430728,caffeine,2519
Q8TCT0,Ceramide kinase,Reactome_R-HSA-1430728,caffeine,2519
Q8TCT1,Phosphoethanolamine/phosphocholine phosphatase,Reactome_R-HSA-1430728,caffeine,2519
Q8TD30-1,PXLP-K341-GPT2-1,Reactome_R-HSA-1430728,caffeine,2519
Q8TDN7,Alkaline ceramidase 1,Reactome_R-HSA-1430728,caffeine,2519
Q8TDQ7,Glucosamine-6-phosphate deaminase 2,Reactome_R-HSA-1430728,caffeine,2519
Q8TDX5,2-amino-3-carboxymuconate-6-semialdehyde decarboxylase,Reactome_R-HSA-1430728,caffeine,2519
Q8TE99,2-phosphoxylose phosphatase 1,Reactome_R-HSA-1430728,caffeine,2519
Q8TEM1,Nuclear pore membrane glycoprotein 210,Reactome_R-HSA-1430728,caffeine,2519
Q8VNV4,Beta-galactosidase ,Reactome_R-HSA-1430728,caffeine,2519
Q8WTR4,Glycerophosphodiester phosphodiesterase domain-containing protein 5,Reactome_R-HSA-1430728,caffeine,2519
Q8WTS1,1-acylglycerol-3-phosphate O-acyltransferase ABHD5,Reactome_R-HSA-1430728,caffeine,2519
Q8WU67,Phospholipase ABHD3,Reactome_R-HSA-1430728,caffeine,2519
Q8WUD6,Cholinephosphotransferase 1,Reactome_R-HSA-1430728,caffeine,2519
Q8WUJ3,Cell migration-inducing and hyaluronan-binding protein,Reactome_R-HSA-1430728,caffeine,2519
Q8WUK0,Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1,Reactome_R-HSA-1430728,caffeine,2519
Q8WUM0,Nuclear pore complex protein Nup133,Reactome_R-HSA-1430728,caffeine,2519
Q8WV74,Mitochondrial coenzyme A diphosphatase NUDT8,Reactome_R-HSA-1430728,caffeine,2519
Q8WVC6,Dephospho-CoA kinase domain-containing protein,Reactome_R-HSA-1430728,caffeine,2519
Q8WVI0,Ubiquinol-cytochrome c reductase complex assembly factor 5,Reactome_R-HSA-1430728,caffeine,2519
Q8WVX9,Fatty acyl-CoA reductase 1,Reactome_R-HSA-1430728,caffeine,2519
Q8WWI5,Choline transporter-like protein 1,Reactome_R-HSA-1430728,caffeine,2519
Q8WWM9,Cytoglobin,Reactome_R-HSA-1430728,caffeine,2519
Q8WWQ2,Inactive heparanase-2,Reactome_R-HSA-1430728,caffeine,2519
Q8WYR1,Phosphoinositide 3-kinase regulatory subunit 5,Reactome_R-HSA-1430728,caffeine,2519
Q8WZA2,Rap guanine nucleotide exchange factor 4,Reactome_R-HSA-1430728,caffeine,2519
Q92506,(3R)-3-hydroxyacyl-CoA dehydrogenase,Reactome_R-HSA-1430728,caffeine,2519
Q92523,"Carnitine O-palmitoyltransferase 1, muscle isoform",Reactome_R-HSA-1430728,caffeine,2519
Q92539,Phosphatidate phosphatase LPIN2,Reactome_R-HSA-1430728,caffeine,2519
Q92562,Polyphosphoinositide phosphatase,Reactome_R-HSA-1430728,caffeine,2519
Q92569,Phosphatidylinositol 3-kinase regulatory subunit gamma,Reactome_R-HSA-1430728,caffeine,2519
Q92621,Nuclear pore complex protein Nup205,Reactome_R-HSA-1430728,caffeine,2519
Q92748,Thyroid hormone-inducible hepatic protein,Reactome_R-HSA-1430728,caffeine,2519
Q92793,CREB-binding protein,Reactome_R-HSA-1430728,caffeine,2519
Q92813,Type II iodothyronine deiodinase,Reactome_R-HSA-1430728,caffeine,2519
Q92887,ATP-binding cassette sub-family C member 2,Reactome_R-HSA-1430728,caffeine,2519
Q92903,Phosphatidate cytidylyltransferase 1,Reactome_R-HSA-1430728,caffeine,2519
Q92911,Sodium/iodide cotransporter,Reactome_R-HSA-1430728,caffeine,2519
Q92947,"Glutaryl-CoA dehydrogenase, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q93063,Exostosin-2,Reactome_R-HSA-1430728,caffeine,2519
Q93074,Mediator of RNA polymerase II transcription subunit 12,Reactome_R-HSA-1430728,caffeine,2519
Q93088,Betaine--homocysteine S-methyltransferase 1,Reactome_R-HSA-1430728,caffeine,2519
Q93099,"Homogentisate 1,2-dioxygenase",Reactome_R-HSA-1430728,caffeine,2519
Q93100,Phosphorylase b kinase regulatory subunit beta,Reactome_R-HSA-1430728,caffeine,2519
Q969G6,Riboflavin kinase,Reactome_R-HSA-1430728,caffeine,2519
Q969X2,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",Reactome_R-HSA-1430728,caffeine,2519
Q969Z3,Mitochondrial amidoxime reducing component 2,Reactome_R-HSA-1430728,caffeine,2519
Q96A54,Adiponectin receptor protein 1,Reactome_R-HSA-1430728,caffeine,2519
Q96A70,Antizyme inhibitor 2,Reactome_R-HSA-1430728,caffeine,2519
Q96AQ7,Lipid transferase CIDEC,Reactome_R-HSA-1430728,caffeine,2519
Q96B77,Transmembrane protein 186,Reactome_R-HSA-1430728,caffeine,2519
Q96BZ4,5'-3' exonuclease PLD4,Reactome_R-HSA-1430728,caffeine,2519
Q96C23,Galactose mutarotase,Reactome_R-HSA-1430728,caffeine,2519
Q96C36,Pyrroline-5-carboxylate reductase 2,Reactome_R-HSA-1430728,caffeine,2519
Q96CD2,Phosphopantothenoylcysteine decarboxylase,Reactome_R-HSA-1430728,caffeine,2519
Q96CM8,"Medium-chain acyl-CoA ligase ACSF2, mitochondrial",Reactome_R-HSA-1430728,caffeine,2519
Q96CU9,FAD-dependent oxidoreductase domain-containing protein 1,Reactome_R-HSA-1430728,caffeine,2519
