compound,geneid,description,symbol,uniprot_accession,uniprot_accessions
caffeine,49855,S-phase cyclin A associated protein in the ER,SCAPER,Q9BY12,Q9BY12
caffeine,20249,stearoyl-Coenzyme A desaturase 1,SCD1,P13516,P13516;Q547C4
caffeine,10389,Scm polycomb group protein like 2,SCML2,Q9UQR0,Q9UQR0
caffeine,23513,scribble planar cell polarity protein,SCRIB,Q14160,Q14160;A0A0G2JNZ2;A0A0G2JPP5;A0PJK8
caffeine,6396,"SEC13 homolog, nuclear pore and COPII component",SEC13,P55735,P55735;A8MWR8
caffeine,9554,"SEC22 homolog B, vesicle trafficking protein",SEC22B,O75396,O75396
caffeine,11196,SEC23 interacting protein,SEC23IP,Q9Y6Y8,Q9Y6Y8;A0A994J542
caffeine,11231,SEC63 protein translocation regulator,SEC63,Q9UGP8,Q9UGP8;A0A0S2Z5M1
caffeine,57715,semaphorin 4G,SEMA4G,Q9NTN9,Q9NTN9;Q9NWU8
caffeine,205564,SUMO specific peptidase 5,SENP5,Q96HI0,Q96HI0;B2R9F5
caffeine,9739,"SET domain containing 1A, histone lysine methyltransferase",SETD1A,O15047,O15047
caffeine,26470,seizure related 6 homolog like 2,SEZ6L2,Q6UXD5,Q6UXD5;A0A087WYL5;A0A0A8K8P7;B7Z5L4
caffeine,23451,splicing factor 3b subunit 1,SF3B1,O75533,O75533;B4DGZ4
caffeine,6421,splicing factor proline and glutamine rich,SFPQ,P23246,P23246;A0A384N5Z8;Q86VG2
caffeine,6421,splicing factor proline and glutamine rich,SFPQ,P23246,P23246;A0A384N5Z8;Q86VG2
caffeine,6421,splicing factor proline and glutamine rich,SFPQ,P23246,P23246;A0A384N5Z8;Q86VG2
caffeine,119559,sideroflexin 4,SFXN4,Q6P4A7,Q6P4A7
caffeine,54557,small glutamine rich tetratricopeptide repeat co-chaperone beta,SGTB,Q96EQ0,Q96EQ0
caffeine,23616,SH3 domain binding protein 1,SH3BP1,Q9Y3L3,Q9Y3L3;A0A2X0SFX7
caffeine,30011,SH3 domain containing kinase binding protein 1,SH3KBP1,Q96B97,Q96B97;A0A8V8TNL0;A0A8V8TNT5;A0A8V8TNW8;A0A8V8TP27;A0A8V8TP33;A0A8V8TP40;A0A8V8TP63;A0A8V8TP69;A0A8V8TPM1;A0A8V8TQF6;A0A8V8TQU1;B7Z6E8;Q5JPT2;Q5JPT6
caffeine,81858,SHANK associated RH domain interactor,SHARPIN,Q9H0F6,Q9H0F6;Q6PJD5
caffeine,6461,SH2 domain containing adaptor protein B,SHB,Q15464,Q15464
caffeine,10280,sigma non-opioid intracellular receptor 1,SIGMAR1,Q99720,Q99720;A0A7P0T9D5;A0A7P0Z4C2;B4DR71
caffeine,23094,signal induced proliferation associated 1 like 3,SIPA1L3,O60292,O60292;B2RWP0
caffeine,23411,sirtuin 1,SIRT1,Q96EB6,Q96EB6;A8K128;B0QZ35;E9PC49
caffeine,23411,sirtuin 1,SIRT1,Q96EB6,Q96EB6;A8K128;B0QZ35;E9PC49
caffeine,23411,sirtuin 1,SIRT1,Q96EB6,Q96EB6;A8K128;B0QZ35;E9PC49
caffeine,51804,SIX homeobox 4,SIX4,Q9UIU6,Q9UIU6
caffeine,6498,SKI like proto-oncogene,SKIL,P12757,P12757
caffeine,6558,solute carrier family 12 member 2,SLC12A2,P55011,P55011;B7ZM24;Q53ZR1
caffeine,6566,solute carrier family 16 member 1,SLC16A1,P53985,P53985;B4DKS0
caffeine,26503,solute carrier family 17 member 5,SLC17A5,Q9NRA2,Q9NRA2
caffeine,26503,solute carrier family 17 member 5,SLC17A5,Q9NRA2,Q9NRA2
caffeine,6510,solute carrier family 1 member 5,SLC1A5,Q15758,Q15758;Q59ES3
caffeine,6576,solute carrier family 25 member 1,SLC25A1,P53007,P53007;D3DX16;D9HTE9
caffeine,6515,solute carrier family 2 member 3,SLC2A3,P11169,P11169
caffeine,6515,solute carrier family 2 member 3,SLC2A3,P11169,P11169
caffeine,55032,solute carrier family 35 member A5,SLC35A5,Q9BS91,Q9BS91;H7BXF8
caffeine,124565,solute carrier family 38 member 10,SLC38A10,Q9HBR0,Q9HBR0
caffeine,4495,metallothionein 1G,MT1G,P13640,P13640
caffeine,57504,metastasis associated 1 family member 3,MTA3,Q9BTC8,Q9BTC8;F6RRE2
caffeine,140710,microtubule crosslinking factor 2,MTCL2,O94964,O94964;X6R3R3
caffeine,113115,mitochondrial fission regulator 2,MTFR2,Q6P444,Q6P444
caffeine,64419,myotubularin related protein 14,MTMR14,Q8NCE2,Q8NCE2;Q8WYY9
caffeine,55028,mitochondrial nucleoid associated protein 1,MTNAP1,Q9BSJ5,Q9BSJ5;I3L072
caffeine,29985,solute carrier family 39 member 3,SLC39A3,Q9BRY0,Q9BRY0
caffeine,55244,solute carrier family 47 member 1,SLC47A1,Q96FL8,Q96FL8
caffeine,123264,SLC51 subunit beta,SLC51B,Q86UW2,Q86UW2
caffeine,11254,solute carrier family 6 member 14,SLC6A14,Q9UN76,Q9UN76;B2R8J1
caffeine,6531,solute carrier family 6 member 3,SLC6A3,Q01959,Q01959
caffeine,6531,solute carrier family 6 member 3,SLC6A3,Q01959,Q01959
caffeine,389015,solute carrier family 9 member A4,SLC9A4,Q6AI14,Q6AI14
caffeine,10479,solute carrier family 9 member A6,SLC9A6,Q92581,Q92581;A0A0D9SGH0;A0A1B0GV11;A0A7I2V2B0
caffeine,326845,"solute carrier organic anion transporter family, member 1D1",SLCO1D1,A0A8M9PU70,A0A8M9PU70
caffeine,9748,STE20 like kinase,SLK,Q9H2G2,Q9H2G2
caffeine,4087,SMAD family member 2,SMAD2,Q15796,Q15796;B7Z5N5;Q53XR6
caffeine,4093,SMAD family member 9,SMAD9,O15198,O15198
caffeine,56916,SNF2 related chromatin remodeling ATPase with DExD box 1,SMARCAD1,Q9H4L7,Q9H4L7
caffeine,6605,SWI/SNF related BAF chromatin remodeling complex subunit E1,SMARCE1,Q969G3,Q969G3
caffeine,23137,structural maintenance of chromosomes 5,SMC5,Q8IY18,Q8IY18
caffeine,55181,SMG8 nonsense mediated mRNA decay factor,SMG8,Q8ND04,Q8ND04
caffeine,10285,survival motor neuron domain containing 1,SMNDC1,O75940,O75940
caffeine,6525,smoothelin,SMTN,P53814,P53814;A0A087WVP4;A0A087X1R1;B4DI56;B4E229
caffeine,6621,small nuclear RNA activating complex polypeptide 4,SNAPC4,Q5SXM2,Q5SXM2
caffeine,54861,SNF related kinase,SNRK,Q9NRH2,Q9NRH2;A8K5P5;B4DHM9;E7EUC4
caffeine,6640,syntrophin alpha 1,SNTA1,Q13424,Q13424;B3KTR0
caffeine,8926,SNRPN upstream open reading frame,SNURF,Q9Y675,Q9Y675
caffeine,29907,sorting nexin 15,SNX15,Q9NRS6,Q9NRS6
caffeine,401548,sorting nexin family member 30,SNX30,Q5VWJ9,Q5VWJ9
caffeine,55084,sine oculis binding protein homolog,SOBP,A7XYQ1,A7XYQ1;Q24K27
caffeine,10580,sorbin and SH3 domain containing 1,SORBS1,Q9BX66,Q9BX66;A0A3B3IRW8;B4DTX5
caffeine,6654,SOS Ras/Rac guanine nucleotide exchange factor 1,SOS1,Q07889,Q07889;G5E9C8
caffeine,6659,SRY-box transcription factor 4,SOX4,Q06945,Q06945
caffeine,6662,SRY-box transcription factor 9,SOX9,P48436,P48436
caffeine,6662,SRY-box transcription factor 9,SOX9,P48436,P48436
caffeine,6662,SRY-box transcription factor 9,SOX9,P48436,P48436
caffeine,6670,Sp3 transcription factor,SP3,Q02447,Q02447;B7ZLN9;Q59FX5;Q86TP0
caffeine,6674,sperm associated antigen 1,SPAG1,Q07617,Q07617
caffeine,23111,spartin,SPART,Q8N0X7,Q8N0X7;A0A024RDV9
caffeine,92521,sperm antigen with calponin homology and coiled-coil domains 1,SPECC1,Q5M775,Q5M775;A0A7I2V416;A0A7I2YQJ3;A0A7P0TAS3;A0A7P0TBP2;B4DW07;B4E2A4;J3KRB9;J3KSG2
caffeine,152185,spindle and centriole associated protein 1,SPICE1,Q8N0Z3,Q8N0Z3
caffeine,9806,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2",SPOCK2,Q92563,Q92563
caffeine,161742,sprouty related EVH1 domain containing 1,SPRED1,Q7Z699,Q7Z699
caffeine,503542,shadow of prion protein,SPRN,Q5BIV9,Q5BIV9
caffeine,84926,SPRY domain containing 3,SPRYD3,Q8NCJ5,Q8NCJ5
caffeine,6713,squalene epoxidase,SQLE,Q14534,Q14534
caffeine,6713,squalene epoxidase,SQLE,Q14534,Q14534
caffeine,6713,squalene epoxidase,SQLE,Q14534,Q14534
caffeine,8878,sequestosome 1,SQSTM1,Q13501,Q13501
caffeine,8878,sequestosome 1,SQSTM1,Q13501,Q13501
caffeine,8878,sequestosome 1,SQSTM1,Q13501,Q13501
caffeine,8878,sequestosome 1,SQSTM1,Q13501,Q13501
caffeine,8878,sequestosome 1,SQSTM1,Q13501,Q13501
caffeine,6714,"SRC proto-oncogene, non-receptor tyrosine kinase",SRC,P12931,P12931
caffeine,6720,sterol regulatory element binding transcription factor 1,SREBF1,P36956,P36956;B3KR77
caffeine,6720,sterol regulatory element binding transcription factor 1,SREBF1,P36956,P36956;B3KR77
caffeine,6721,sterol regulatory element binding transcription factor 2,SREBF2,Q12772,Q12772
caffeine,6721,sterol regulatory element binding transcription factor 2,SREBF2,Q12772,Q12772
caffeine,153443,serum response factor binding protein 1,SRFBP1,Q8NEF9,Q8NEF9
caffeine,6730,signal recognition particle 68,SRP68,Q9UHB9,Q9UHB9
caffeine,6731,signal recognition particle 72,SRP72,O76094,O76094;V9HWK0
caffeine,58477,SRP receptor subunit beta,SRPRB,Q9Y5M8,Q9Y5M8;Q549N5
caffeine,9295,serine and arginine rich splicing factor 11,SRSF11,Q05519,Q05519;Q5T757;Q5T760
caffeine,26278,sacsin molecular chaperone,SACS,Q9NZJ4,Q9NZJ4;A0A804HIQ1
caffeine,90378,sterile alpha motif domain containing 1,SAMD1,Q6SPF0,Q6SPF0
caffeine,79595,Sin3A associated protein 130,SAP130,Q9H0E3,Q9H0E3;A0A2R8YDB8;H7BXF5;Q96DP1
caffeine,9733,"spliceosome associated factor 3, U4/U6 recycling protein",SART3,Q15020,Q15020;A0A499FI31
caffeine,55206,strawberry notch homolog 1,SBNO1,A3KN83,A3KN83
caffeine,22828,SR-related CTD associated factor 8,SCAF8,Q9UPN6,Q9UPN6;A0A0A0MT33;B7Z3A4;B7Z876
caffeine,51282,SCAN domain containing 1,SCAND1,P57086,P57086;Q9NZG6
caffeine,51097,saccharopine dehydrogenase (putative),SCCPDH,Q8NBX0,Q8NBX0;A0A384NPM7
caffeine,23256,sec1 family domain containing 1,SCFD1,Q8WVM8,Q8WVM8;A0A7I2V590;B7Z5N7;B7Z738;H0YIZ7
caffeine,23256,sec1 family domain containing 1,SCFD1,Q8WVM8,Q8WVM8;A0A7I2V590;B7Z5N7;B7Z738;H0YIZ7
caffeine,6335,sodium voltage-gated channel alpha subunit 9,SCN9A,Q15858,Q15858
caffeine,6386,syndecan binding protein,SDCBP,O00560,O00560;B4DHN5;G5EA09
caffeine,9919,"SEC16 homolog A, endoplasmic reticulum export factor",SEC16A,O15027,O15027;A0A8I5KPG1;F1T0I1
caffeine,22872,"SEC31 homolog A, COPII component",SEC31A,O94979,O94979;A0A1S5UZ19;D6REX3
caffeine,57190,selenoprotein N,SELENON,Q9NZV5,Q9NZV5
caffeine,10501,semaphorin 6B,SEMA6B,Q9H3T3,Q9H3T3
caffeine,26054,SUMO specific peptidase 6,SENP6,Q9GZR1,Q9GZR1;B3KMM0;F8W6D9
caffeine,26135,SERPINE1 mRNA binding protein 1,SERBP1,Q8NC51,Q8NC51;Q5VU21
caffeine,5265,serpin family A member 1,SERPINA1,P01009,P01009;A0A024R6N5;A0A384MDQ7;E9KL23
caffeine,574036,SERTAD4 antisense RNA 1,SERTAD4-AS1,,
caffeine,29072,"SET domain containing 2, histone lysine methyltransferase",SETD2,Q9BYW2,Q9BYW2;A0A1W2PPX9
caffeine,9869,SET domain bifurcated histone lysine methyltransferase 1,SETDB1,Q15047,Q15047;A0A8I5KT93;X6R732
caffeine,10291,splicing factor 3a subunit 1,SF3A1,Q15459,Q15459
caffeine,6433,splicing factor SWAP,SFSWAP,Q12872,Q12872;Q8IV81
caffeine,81537,sphingosine-1-phosphate phosphatase 1,SGPP1,Q9BX95,Q9BX95
caffeine,10045,SH2 domain containing 3A,SH2D3A,Q9BRG2,Q9BRG2;A8K2M8
caffeine,6455,"SH3 domain containing GRB2 like 1, endophilin A2",SH3GL1,Q99961,Q99961;Q6FGM0
caffeine,285590,SH3 and PX domains 2B,SH3PXD2B,A1X283,A1X283;G3V144
caffeine,149840,shieldin complex subunit 1,SHLD1,Q8IYI0,Q8IYI0;Q5TGA6
caffeine,6478,siah E3 ubiquitin protein ligase 2,SIAH2,O43255,O43255
caffeine,6494,signal-induced proliferation-associated 1,SIPA1,Q96FS4,Q96FS4
caffeine,23410,sirtuin 3,SIRT3,Q9NTG7,Q9NTG7;E9PK80;E9PM75;E9PN58
caffeine,6497,SKI proto-oncogene,SKI,P12755,P12755
caffeine,84174,Src like adaptor 2,SLA2,Q9H6Q3,Q9H6Q3
caffeine,9990,solute carrier family 12 member 6,SLC12A6,Q9UHW9,Q9UHW9;Q6NSI7
caffeine,9120,solute carrier family 16 member 6,SLC16A6,O15403,O15403
caffeine,10560,solute carrier family 19 member 2,SLC19A2,O60779,O60779;A0A024R8Y5;A0A024R928
caffeine,6575,solute carrier family 20 member 2,SLC20A2,Q08357,Q08357;A0A384MR38;B2RBR4;B4DJ71
caffeine,51310,solute carrier family 22 member 17,SLC22A17,Q8WUG5,Q8WUG5
caffeine,91137,solute carrier family 25 member 46,SLC25A46,Q96AG3,Q96AG3;B4DY98
caffeine,6513,solute carrier family 2 member 1,SLC2A1,P11166,P11166;Q59GX2
caffeine,7779,solute carrier family 30 member 1,SLC30A1,Q9Y6M5,Q9Y6M5
caffeine,54978,solute carrier family 35 member F6,SLC35F6,Q8N357,Q8N357
caffeine,10991,solute carrier family 38 member 3,SLC38A3,Q99624,Q99624
caffeine,201266,solute carrier family 39 member 11,SLC39A11,Q8N1S5,Q8N1S5
caffeine,124935,solute carrier family 43 member 2,SLC43A2,Q8N370,Q8N370
caffeine,9497,solute carrier family 4 member 7,SLC4A7,Q9Y6M7,Q9Y6M7;B5M450;E9PFN4
caffeine,91749,solute carrier family 60 member 2,SLC60A2,Q5TF39,Q5TF39;B3KSA1
caffeine,80024,solute carrier family 8 member B1,SLC8B1,Q6J4K2,Q6J4K2
caffeine,133308,solute carrier family 9 member B2,SLC9B2,Q86UD5,Q86UD5;B7Z488;B7Z676;E9PE63
caffeine,55719,SMC5/6 complex localization factor 2,SLF2,Q8IX21,Q8IX21
caffeine,4086,SMAD family member 1,SMAD1,Q15797,Q15797
caffeine,4090,SMAD family member 5,SMAD5,Q99717,Q99717;Q68DB7
caffeine,8467,SNF2 related chromatin remodeling ATPase 5,SMARCA5,O60264,O60264
caffeine,6601,SWI/SNF related BAF chromatin remodeling complex subunit C2,SMARCC2,Q8TAQ2,Q8TAQ2;F8VXC8
caffeine,10051,structural maintenance of chromosomes 4,SMC4,Q9NTJ3,Q9NTJ3;B3KXX5;E9PD53;Q58F29
caffeine,9887,SMG7 nonsense mediated mRNA decay factor,SMG7,Q92540,Q92540;A0A8I5KSL3;A0A8I5KYV3;E9PD50;Q6TV06
caffeine,6606,"survival of motor neuron 1, telomeric",SMN1,Q16637,Q16637;B4DP61;E7EQZ4
caffeine,55627,sphingomyelin phosphodiesterase 4,SMPD4,Q9NXE4,Q9NXE4;A0A7P0TB24
caffeine,6616,synaptosome associated protein 25,SNAP25,P60880,P60880
caffeine,79753,Smad nuclear interacting protein 1,SNIP1,Q8TAD8,Q8TAD8;B1AK66
caffeine,6631,small nuclear ribonucleoprotein polypeptide C,SNRPC,P09234,P09234;Q5TAL4
caffeine,10073,snurportin 1,SNUPN,O95149,O95149
caffeine,23161,sorting nexin 13,SNX13,Q9Y5W8,Q9Y5W8;B3KN60;Q86XC4;Q9NSH0
caffeine,8724,sorting nexin 3,SNX3,O60493,O60493
caffeine,51429,sorting nexin 9,SNX9,Q9Y5X1,Q9Y5X1
caffeine,6647,superoxide dismutase 1,SOD1,P00441,P00441;V9HWC9
caffeine,6647,superoxide dismutase 1,SOD1,P00441,P00441;V9HWC9
caffeine,6651,SON DNA and RNA binding protein,SON,P18583,P18583;J3QSZ5;Q6ZRV7
caffeine,6653,sortilin related receptor 1,SORL1,Q92673,Q92673
caffeine,9580,SRY-box transcription factor 13,SOX13,Q9UN79,Q9UN79
caffeine,6668,Sp2 transcription factor,SP2,Q02086,Q02086
caffeine,9043,sperm associated antigen 9,SPAG9,O60271,O60271;Q5JB53
caffeine,26010,spermatogenesis associated serine rich 2 like,SPATS2L,Q9NUQ6,Q9NUQ6;B8ZZZ7
caffeine,80309,"SPHK1 interactor, AKAP domain containing",SPHKAP,Q2M3C7,Q2M3C7
caffeine,84501,spire type actin nucleation factor 2,SPIRE2,Q8WWL2,Q8WWL2
caffeine,6697,sepiapterin reductase,SPR,P35270,P35270
caffeine,81848,sprouty RTK signaling antagonist 4,SPRY4,Q9C004,Q9C004;A0A0C4DFS6
caffeine,55133,S1 RNA binding domain 1,SRBD1,Q8N5C6,Q8N5C6;B7Z6X7
caffeine,6722,serum response factor,SRF,P11831,P11831;B4DU24
caffeine,6723,spermidine synthase,SRM,P19623,P19623
caffeine,6733,SRSF protein kinase 2,SRPK2,P78362,P78362;A0A994J591;C9J2M4
caffeine,6426,serine and arginine rich splicing factor 1,SRSF1,Q07955,Q07955;Q59FA2
caffeine,6281,S100 calcium binding protein A10,S100A10,P60903,P60903
caffeine,6294,scaffold attachment factor B,SAFB,Q15424,Q15424;B7Z2F6;B7ZLP5
caffeine,23034,sterile alpha motif domain containing 4A,SAMD4A,Q9UPU9,Q9UPU9;G3V2R1;Q8WW19
caffeine,10284,Sin3A associated protein 18,SAP18,O00422,O00422
caffeine,23328,SAM and SH3 domain containing 1,SASH1,O94885,O94885
caffeine,6309,sterol-C5-desaturase,SC5D,O75845,O75845
caffeine,9522,secretory carrier membrane protein 1,SCAMP1,O15126,O15126;A0A087WXB0;B4E2V7
caffeine,22937,SREBF chaperone,SCAP,Q12770,Q12770;B7Z6H0
caffeine,6319,stearoyl-CoA desaturase,SCD,O00767,O00767
caffeine,6342,sterol carrier protein 2,SCP2,P22307,P22307;A0A384NY87;B2R761;E9PLD1;Q59HG9
caffeine,27111,syndecan binding protein 2,SDCBP2,Q9H190,Q9H190
caffeine,89866,"SEC16 homolog B, endoplasmic reticulum export factor",SEC16B,Q96JE7,Q96JE7;E9PK14
caffeine,10484,"SEC23 homolog A, COPII component",SEC23A,Q15436,Q15436
caffeine,10952,SEC61 translocon subunit beta,SEC61B,P60468,P60468
caffeine,10509,semaphorin 4B,SEMA4B,Q9NPR2,Q9NPR2
caffeine,26168,SUMO specific peptidase 3,SENP3,Q9H4L4,Q9H4L4
caffeine,22928,selenophosphate synthetase 2,SEPHS2,Q99611,Q99611
caffeine,10955,serine incorporator 3,SERINC3,Q13530,Q13530
caffeine,27244,sestrin 1,SESN1,Q9Y6P5,Q9Y6P5
caffeine,84193,"SET domain containing 3, actin N3(tau)-histidine methyltransferase",SETD3,Q86TU7,Q86TU7
caffeine,23064,senataxin,SETX,Q7Z333,Q7Z333
caffeine,10946,splicing factor 3a subunit 3,SF3A3,Q12874,Q12874;B4DW90
caffeine,81855,sideroflexin 3,SFXN3,Q9BWM7,Q9BWM7;B4DRS6
caffeine,27352,small G protein signaling modulator 3,SGSM3,Q96HU1,Q96HU1;B4DVE3;B9A6J5
caffeine,400745,SH2 domain containing 5,SH2D5,Q6ZV89,Q6ZV89
caffeine,56904,"SH3 domain containing GRB2 like, endophilin B2",SH3GLB2,Q9NR46,Q9NR46;B7ZC38;B7ZC39
caffeine,22941,SH3 and multiple ankyrin repeat domains 2,SHANK2,Q9UPX8,Q9UPX8;A0A590UJ45;A6NHU9
caffeine,134549,shroom family member 1,SHROOM1,Q2M3G4,Q2M3G4;A6NN40
caffeine,59307,single Ig and TIR domain containing,SIGIRR,Q6IA17,Q6IA17;C9JFX4;H0YDF8;H0YDR5
caffeine,26037,signal induced proliferation associated 1 like 1,SIPA1L1,O43166,O43166
caffeine,27240,signaling threshold regulating transmembrane adaptor 1,SIT1,Q9Y3P8,Q9Y3P8
caffeine,6499,SKI2 subunit of superkiller complex,SKIC2,Q15477,Q15477;A0A1U9X8J1;A0A8V8TLC0;H7C5N0
caffeine,57606,SLAIN motif family member 2,SLAIN2,Q9P270,Q9P270;A0A024R9T6
caffeine,6505,solute carrier family 1 member 1,SLC1A1,P43005,P43005
caffeine,9962,solute carrier family 23 member 2,SLC23A2,Q9UGH3,Q9UGH3;A0A140VK48
caffeine,81031,solute carrier family 2 member 10,SLC2A10,O95528,O95528
caffeine,148867,solute carrier family 30 member 7,SLC30A7,Q8NEW0,Q8NEW0
caffeine,80723,solute carrier family 35 member G2,SLC35G2,Q8TBE7,Q8TBE7
caffeine,23648,single stranded DNA binding protein 3,SSBP3,Q9BWW4,Q9BWW4;Q9NW25
caffeine,10846,phosphodiesterase 10A,PDE10A,Q9Y233,Q9Y233;A0A1B1UZQ1;A0A1B1UZR0
caffeine,5144,phosphodiesterase 4D,PDE4D,Q08499,Q08499;A0A140VJR0;A0A1B0GW84
caffeine,5138,phosphodiesterase 2A,PDE2A,O00408,O00408;Q8IW54
caffeine,5146,phosphodiesterase 6C,PDE6C,P51160,P51160
caffeine,8622,phosphodiesterase 8B,PDE8B,O95263,O95263;A0A2R8Y4E6;B3KN77
caffeine,5142,phosphodiesterase 4B,PDE4B,Q07343,Q07343;Q59GM8;X5DNX5;X5DR82
caffeine,5142,phosphodiesterase 4B,PDE4B,Q07343,Q07343;Q59GM8;X5DNX5;X5DR82
caffeine,5142,phosphodiesterase 4B,PDE4B,Q07343,Q07343;Q59GM8;X5DNX5;X5DR82
caffeine,5142,phosphodiesterase 4B,PDE4B,Q07343,Q07343;Q59GM8;X5DNX5;X5DR82
caffeine,5293,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",PIK3CD,O00329,O00329;A0A2K8FKV1;A0A8V8TM62;A7E2E0;B7ZM44
caffeine,5293,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",PIK3CD,O00329,O00329;A0A2K8FKV1;A0A8V8TM62;A7E2E0;B7ZM44
caffeine,58191,C-X-C motif chemokine ligand 16,CXCL16,Q9H2A7,Q9H2A7
caffeine,80777,cytochrome b5 type B,CYB5B,O43169,O43169
caffeine,23191,cytoplasmic FMR1 interacting protein 1,CYFIP1,Q7L576,Q7L576
caffeine,2768720,Cytochrome P450 12d1 distal,CYP12D1-D,Q7KR10,Q7KR10
caffeine,13079,"cytochrome P450, family 21, subfamily a, polypeptide 1",CYP21A1,P03940,P03940;A0A0R4J048;Q3UJ92
caffeine,13079,"cytochrome P450, family 21, subfamily a, polypeptide 1",CYP21A1,P03940,P03940;A0A0R4J048;Q3UJ92
caffeine,28971,adipogenesis associated Mth938 domain containing,AAMDC,Q9H7C9,Q9H7C9;E9PLK9;E9PNP3;E9PR47;K4DI89
caffeine,10152,abl interactor 2,ABI2,Q9NYB9,Q9NYB9;A0A0C4DG21;A0A7D9NKC8;B7Z836;E9PEZ7;F8WAL6
caffeine,84142,"abraxas 1, BRCA1 A complex subunit",ABRAXAS1,Q6UWZ7,Q6UWZ7
caffeine,59272,angiotensin converting enzyme 2,ACE2,Q9BYF1,Q9BYF1;A0A7I2V4H0
caffeine,51412,actin like 6B,ACTL6B,O94805,O94805
caffeine,10121,actin related protein 1A,ACTR1A,P61163,P61163;A0A384NQ21;B4DXP9
caffeine,57211,adhesion G protein-coupled receptor G6,ADGRG6,Q86SQ4,Q86SQ4
caffeine,23394,activity dependent neuroprotector homeobox,ADNP,Q9H2P0,Q9H2P0;A0A2R8Y6X0;A0A669KBJ7;Q6DHZ8
caffeine,79841,AGBL carboxypeptidase 2,AGBL2,Q5U5Z8,Q5U5Z8;A0A140VKH9
caffeine,27161,argonaute RISC catalytic component 2,AGO2,Q9UKV8,Q9UKV8
caffeine,27245,AT-hook DNA binding motif containing 1,AHDC1,Q5TGY3,Q5TGY3
caffeine,389813,apical junction component 1 homolog,AJM1,C9J069,C9J069
caffeine,11215,A-kinase anchoring protein 11,AKAP11,Q9UKA4,Q9UKA4
caffeine,10142,A-kinase anchoring protein 9,AKAP9,Q99996,Q99996;A0A2R8Y590;Q5GIA7;Q6PJH3
caffeine,4329,aldehyde dehydrogenase 6 family member A1,ALDH6A1,Q02252,Q02252;A0A024R6G4
caffeine,64682,anaphase promoting complex subunit 1,ANAPC1,Q9H1A4,Q9H1A4
caffeine,794315,actinodin1,AND1,E7F5V5,E7F5V5
caffeine,154664,ATP binding cassette subfamily A member 13,ABCA13,Q86UQ4,Q86UQ4
caffeine,7920,"abhydrolase domain containing 16A, phospholipase",ABHD16A,O95870,O95870;A0A1U9X777;B3KNX9
caffeine,23172,"abraxas 2, BRISC complex subunit",ABRAXAS2,Q15018,Q15018
caffeine,91452,acyl-CoA binding domain containing 5,ACBD5,Q5T8D3,Q5T8D3;A0A7I2V2M2;A0A7I2V347;A0A7I2V556;A0A7I2V690;A0A7I2YQE9;B7Z2A7;B7Z2R7;B7Z9D0
caffeine,22985,apoptotic chromatin condensation inducer 1,ACIN1,Q9UKV3,Q9UKV3;B4DQZ7;E7EQT4;S4R3H4
caffeine,22985,apoptotic chromatin condensation inducer 1,ACIN1,Q9UKV3,Q9UKV3;B4DQZ7;E7EQT4;S4R3H4
caffeine,641371,acyl-CoA thioesterase 1,ACOT1,Q86TX2,Q86TX2;E9KL42
caffeine,284325,actin maturation protease,ACTMAP,Q5BKX5,Q5BKX5
caffeine,22859,adhesion G protein-coupled receptor L1,ADGRL1,O94910,O94910
caffeine,121536,AE binding protein 2,AEBP2,Q6ZN18,Q6ZN18
caffeine,27125,ALF transcription elongation factor 4,AFF4,Q9UHB7,Q9UHB7
caffeine,79026,AHNAK nucleoprotein,AHNAK,Q09666,Q09666;B4DTV0;Q9BVU3
caffeine,84962,ajuba LIM protein,AJUBA,Q96IF1,Q96IF1
caffeine,9590,A-kinase anchoring protein 12,AKAP12,Q02952,Q02952;Q86TJ9
caffeine,55122,akirin 2,AKIRIN2,Q53H80,Q53H80;Q9NW35
caffeine,84335,AKT1 substrate 1,AKT1S1,Q96B36,Q96B36
caffeine,54890,"alkB homolog 5, RNA demethylase",ALKBH5,Q6P6C2,Q6P6C2
caffeine,57679,alsin Rho guanine nucleotide exchange factor ALS2,ALS2,Q96Q42,Q96Q42;A0A7P0T8F3;A0A7P0Z4I4;A8K4R4
caffeine,83607,AMMECR1 like,AMMECR1L,Q6DCA0,Q6DCA0;A0A7P0T9C2;A0A7P0TAB6;A0A7P0Z454
caffeine,29882,anaphase promoting complex subunit 2,ANAPC2,Q9UJX6,Q9UJX6
caffeine,566702,actinodin2,AND2,A9JRX1,A9JRX1
caffeine,80755,alanyl-tRNA synthetase domain containing 1,AARSD1,Q9BTE6,Q9BTE6
caffeine,5244,ATP binding cassette subfamily B member 4,ABCB4,P21439,P21439
caffeine,8714,ATP binding cassette subfamily C member 3,ABCC3,O15438,O15438;Q86VN9
caffeine,11057,"abhydrolase domain containing 2, acylglycerol lipase",ABHD2,P08910,P08910;A0A024RC89
caffeine,25841,ankyrin repeat and BTB domain containing 2,ABTB2,Q8N961,Q8N961
caffeine,65057,ACD shelterin complex subunit and telomerase recruitment factor,ACD,Q96AP0,Q96AP0;A0A8Q3WM11
