uniprot_accession,total_count,n_compounds,compounds,symbol,geneid
Q9P2B7,1,1,caffeine,CFAP97,57587
Q9P2D0,1,1,caffeine,IBTK,25998
Q9P2D1,1,1,caffeine,CHD7,55636
Q9P2D6,1,1,caffeine,FAM135A,57579
Q9P2F5,1,1,caffeine,STOX2,56977
Q9P2G1,1,1,caffeine,ANKIB1,54467
Q9P2I0,1,1,caffeine,CPSF2,53981
Q9P2J5,1,1,caffeine,LARS1,51520
Q9P2K8,1,1,caffeine,EIF2AK4,440275
Q9NZV5,1,1,caffeine,SELENON,57190
Q9NZZ3,1,1,caffeine,CHMP5,51510
Q9P021,1,1,caffeine,CRIPT,9419
Q9P0J7,1,1,caffeine,KCMF1,56888
A5YKK6,1,1,caffeine,CNOT1,23019
A5YM69,1,1,caffeine,ARHGEF35,445328
Q9P2Y4,1,1,caffeine,ZNF219,51222
Q9UBB6,1,1,caffeine,NCDN,23154
Q9UBB9,1,1,caffeine,TFIP11,24144
Q9UBC1,1,1,caffeine,NFKBIL1,4795
Q9UBC2,1,1,caffeine,EPS15L1,58513
Q9UBH6,1,1,caffeine,XPR1,9213
Q9UBI9,1,1,caffeine,HECA,51696
Q9UBK2,1,1,caffeine,PPARGC1A,10891
Q9UBP0,1,1,caffeine,SPAST,6683
Q9UBQ5,1,1,caffeine,EIF3K,27335
Q9P253,1,1,caffeine,VPS18,57617
Q9P265,1,1,caffeine,DIP2B,57609
Q9P267,1,1,caffeine,MBD5,55777
Q9P270,1,1,caffeine,SLAIN2,57606
Q9P2R6,1,1,caffeine,RERE,473
Q9P2S5,1,1,caffeine,WRAP73,49856
A9JRX1,1,1,caffeine,AND2,566702
A9JSZ0,1,1,Ethanolamine,HMGCRA,559054
B0YJ81,1,1,caffeine,HACD1,9200
B1AJZ9,1,1,caffeine,FHAD1,114827
B1AK53,1,1,caffeine,ESPN,83715
B2RTY4,1,1,caffeine,MYO9A,4649
B2RUZ4,1,1,caffeine,SMIM1,388588
B3DGA5,1,1,caffeine,OTPA,560759
C9J069,1,1,caffeine,AJM1,389813
E7F5V5,1,1,caffeine,AND1,794315
E7F8M1,1,1,caffeine,CRYBB1L1,553473
E9Q5X9,1,1,caffeine,ZFP819,74400
F1REP3,1,1,caffeine,NPSN,404039
A5PL33,1,1,caffeine,KRABD3,84626
Q9UBQ7,1,1,caffeine,GRHPR,9380
Q9UBS3,1,1,caffeine,DNAJB9,4189
Q9UBS9,1,1,caffeine,SUCO,51430
Q9UBT7,1,1,caffeine,CTNNAL1,8727
Q9UBU6,1,1,caffeine,FAM8A1,51439
Q9UBU7,1,1,caffeine,DBF4,10926
Q9UBU9,1,1,caffeine,NXF1,10482
Q9UBW7,1,1,caffeine,ZMYM2,7750
Q9UBW8,1,1,caffeine,COPS7A,50813
Q9UDT6,1,1,caffeine,CLIP2,7461
Q9UDV7,1,1,caffeine,ZNF282,8427
Q9UDY2,1,1,caffeine,TJP2,9414
Q9UEE5,1,1,caffeine,STK17A,9263
Q9UET6,1,1,caffeine,FTSJ1,24140
Q9UEW8,1,1,caffeine,STK39,27347
Q9P2M7,1,1,caffeine,CGN,57530
Q9UIF8,1,1,caffeine,BAZ2B,29994
Q9UF56,1,1,caffeine,FBXL17,64839
Q9UGH3,1,1,caffeine,SLC23A2,9962
Q9UGI6,1,1,forskolin,KCNN3,3782
Q9UGP8,1,1,caffeine,SEC63,11231
Q9UGR2,1,1,caffeine,ZC3H7B,23264
Q9UGU0,1,1,caffeine,TCF20,6942
Q9UGU5,1,1,caffeine,HMGXB4,10042
Q9UGV2,1,1,caffeine,NDRG3,57446
Q9UGY1,1,1,caffeine,NOL12,79159
Q9UH99,1,1,caffeine,SUN2,25777
Q9UHB7,1,1,caffeine,AFF4,27125
Q9UHB9,1,1,caffeine,SRP68,6730
Q9UHC9,1,1,caffeine,NPC1L1,29881
Q9UHD1,1,1,caffeine,CHORDC1,26973
Q9UHD2,1,1,caffeine,TBK1,29110
Q9UJY4,1,1,caffeine,GGA2,23062
Q9UHE8,1,1,caffeine,STEAP1,26872
Q9UHF1,1,1,caffeine,EGFL7,51162
Q9UHG0,1,1,caffeine,DCDC2,51473
Q9UHI6,1,1,caffeine,DDX20,11218
Q9UHJ9,1,1,caffeine,PGAP2,27315
Q9UHL9,1,1,caffeine,GTF2IRD1,9569
Q9UHN6,1,1,caffeine,CEMIP2,23670
Q9UHR4,1,1,caffeine,BAIAP2L1,55971
Q9UHR5,1,1,caffeine,SAP30BP,29115
Q9UHW9,1,1,caffeine,SLC12A6,9990
Q9UHY7,1,1,caffeine,ENOPH1,58478
Q9UI10,1,1,caffeine,EIF2B4,8890
Q9UI30,1,1,caffeine,TRMT112,51504
Q9UID6,1,1,caffeine,ZNF639,51193
Q9UIF7,1,1,caffeine,MUTYH,4595
Q9UKV8,1,1,caffeine,AGO2,27161
Q9UKX7,1,1,caffeine,NUP50,10762
Q9UIF9,1,1,caffeine,BAZ2A,11176
Q9UIG0,1,1,caffeine,BAZ1B,9031
Q9UIQ6,1,1,caffeine,LNPEP,4012
Q9UIS9,1,1,caffeine,MBD1,4152
Q9UIU6,1,1,caffeine,SIX4,51804
Q9UIW0,1,1,caffeine,VAX2,25806
Q9UJC3,1,1,caffeine,HOOK1,51361
Q9UJM3,1,1,caffeine,ERRFI1,54206
Q9UJU6,1,1,caffeine,DBNL,28988
Q9UJV9,1,1,caffeine,DDX41,51428
Q9UJW0,1,1,caffeine,DCTN4,51164
Q9UJX4,1,1,caffeine,ANAPC5,51433
Q9UJX5,1,1,caffeine,ANAPC4,29945
Q9UJX6,1,1,caffeine,ANAPC2,29882
Q9ULJ3,1,1,caffeine,ZBTB21,49854
Q9ULJ7,1,1,caffeine,ANKRD50,57182
Q9ULM3,1,1,caffeine,YEATS2,55689
Q9ULT6,1,1,caffeine,ZNRF3,84133
Q9ULT8,1,1,caffeine,HECTD1,25831
Q9UK58,1,1,caffeine,CCNL1,57018
Q9UKA4,1,1,caffeine,AKAP11,11215
Q9UKB1,1,1,caffeine,FBXW11,23291
Q9UKB3,1,1,caffeine,DNAJC12,56521
Q9UKF6,1,1,caffeine,CPSF3,51692
Q9UKG1,1,1,caffeine,APPL1,26060
Q9UKI8,1,1,caffeine,TLK1,9874
Q9UKJ3,1,1,caffeine,GPATCH8,23131
Q9UKL0,1,1,caffeine,RCOR1,23186
Q9UKL3,1,1,caffeine,CASP8AP2,9994
Q9UKT4,1,1,caffeine,FBXO5,26271
Q9UN79,1,1,caffeine,SOX13,9580
Q9UN86,1,1,caffeine,G3BP2,9908
Q9UNA0,1,1,caffeine,ADAMTS5,11096
Q9UNA1,1,1,caffeine,ARHGAP26,23092
Q9UNA4,1,1,caffeine,POLI,11201
Q9UKY7,1,1,caffeine,CDV3,55573
Q9UL12,1,1,Ethanolamine,SARDH,1757
Q9UL54,1,1,caffeine,TAOK2,9344
Q9ULC8,1,1,caffeine,ZDHHC8,29801
Q9ULD2,1,1,caffeine,MTUS1,57509
Q9ULD4,1,1,caffeine,BRPF3,27154
Q9ULD5,1,1,caffeine,ZNF777,27153
Q9ULG1,1,1,caffeine,INO80,54617
Q9ULH1,1,1,caffeine,ASAP1,50807
Q9ULI0,1,1,caffeine,ATAD2B,54454
Q9ULI1,1,1,caffeine,NWD2,57495
Q9UPN6,1,1,caffeine,SCAF8,22828
Q9UPN9,1,1,caffeine,TRIM33,51592
Q9UPP1,1,1,caffeine,PHF8,23133
Q9UPQ9,1,1,caffeine,TNRC6B,23112
Q9UPS8,1,1,caffeine,ANKRD26,22852
Q9ULU4,1,1,caffeine,ZMYND8,23613
Q9ULV0,1,1,caffeine,MYO5B,4645
Q9ULV8,1,1,caffeine,CBLC,23624
Q9ULW0,1,1,caffeine,TPX2,22974
Q9ULX3,1,1,caffeine,NOB1,28987
Q9UM54,1,1,caffeine,MYO6,4646
Q9UMN6,1,1,caffeine,KMT2B,9757
Q9UMX1,1,1,caffeine,SUFU,51684
Q9UMZ2,1,1,caffeine,SYNRG,11276
Q9UN36,1,1,caffeine,NDRG2,57447
Q9UN76,1,1,caffeine,SLC6A14,11254
Q9UQB8,1,1,caffeine,BAIAP2,10458
Q9UQC2,1,1,caffeine,GAB2,9846
Q9UQE7,1,1,caffeine,SMC3,9126
Q9UQL6,1,1,caffeine,HDAC5,10014
Q9UQN3,1,1,caffeine,CHMP2B,25978
Q9UNF0,1,1,caffeine,PACSIN2,11252
Q9UNK0,1,1,caffeine,STX8,9482
Q9UNL2,1,1,caffeine,SSR3,6747
Q9UNQ0,1,1,maprotiline,ABCG2,9429
Q9UNS1,1,1,caffeine,TIMELESS,8914
Q9UNS2,1,1,caffeine,COPS3,8533
Q9UNX4,1,1,caffeine,WDR3,10885
Q9UNY4,1,1,caffeine,TTF2,8458
Q9UNZ2,1,1,caffeine,NSFL1C,55968
Q9UPM8,1,1,caffeine,AP4E1,23431
Q9UPN4,1,1,caffeine,CEP131,22994
Q9Y233,1,1,caffeine,PDE10A,10846
Q9Y241,1,1,caffeine,HIGD1A,25994
Q9Y248,1,1,caffeine,GINS2,51659
Q9Y255,1,1,caffeine,PRELID1,27166
Q9Y262,1,1,caffeine,EIF3L,51386
Q9UPT5,1,1,caffeine,EXOC7,23265
Q9UPT8,1,1,caffeine,ZC3H4,23211
Q9UPU5,1,1,caffeine,USP24,23358
Q9UPU9,1,1,caffeine,SAMD4A,23034
Q9UPV0,1,1,caffeine,CEP164,22897
Q9UPW6,1,1,caffeine,SATB2,23314
Q9UPX8,1,1,caffeine,SHANK2,22941
Q9UPY3,1,1,caffeine,DICER1,23405
Q9UPZ3,1,1,caffeine,HPS5,11234
Q9UQ35,1,1,caffeine,SRRM2,23524
Q9UQ49,1,1,caffeine,NEU3,10825
Q9Y2E8,1,1,caffeine,SLC9A8,23315
Q9Y2F5,1,1,caffeine,ICE1,23379
Q9Y2G8,1,1,caffeine,DNAJC16,23341
Q9Y2H0,1,1,caffeine,DLGAP4,22839
Q9Y2H6,1,1,caffeine,FNDC3A,22862
Q9Y2I9,1,1,caffeine,TBC1D30,23329
Q9Y2J4,1,1,caffeine,AMOTL2,51421
Q9UQR0,1,1,caffeine,SCML2,10389
Q9V674,1,1,caffeine,CYP6G1,36316
Q9V774,1,1,caffeine,CYP6A21,36665
Q9V9L1,1,1,caffeine,CYP6W1,35543
Q9VCW1,1,1,caffeine,CYP6D4,42682
Q9VFP1,1,1,caffeine,CYP6D5,41706
Q9VG93,1,1,caffeine,GSTD7,48340
Q9VG98,1,1,caffeine,GSTD2,48335
Q9Y232,1,1,caffeine,CDYL,9425
Q9Y2W1,1,1,caffeine,THRAP3,9967
Q9Y2W6,1,1,caffeine,TDRKH,11022
Q9Y2X3,1,1,caffeine,NOP58,51602
Q9Y2X7,1,1,caffeine,GIT1,28964
Q9Y2X9,1,1,caffeine,ZNF281,23528
Q9Y2Z0,1,1,caffeine,SUGT1,10910
Q9Y314,1,1,caffeine,NOSIP,51070
Q9Y320,1,1,caffeine,TMX2,51075
Q9Y383,1,1,caffeine,LUC7L2,51631
Q9Y3A6,1,1,caffeine,TMED5,50999
Q9Y294,1,1,caffeine,ASF1A,25842
Q9Y2B5,1,1,caffeine,VPS9D1,9605
Q9Y2D5,1,1,caffeine,PALM2AKAP2,445815
Q9Y2D8,1,1,caffeine,SSX2IP,117178
Q9Y2D9,1,1,caffeine,ZNF652,22834
Q9Y2E6,1,1,caffeine,DTX4,23220
Q9Y3M9,1,1,caffeine,ZNF337,26152
Q9Y3P8,1,1,caffeine,SIT1,27240
Q9Y3Q8,1,1,caffeine,TSC22D4,81628
Q9Y3R5,1,1,caffeine,DOP1B,9980
Q9Y3S1,1,1,caffeine,WNK2,65268
Q9Y3T9,1,1,caffeine,NOC2L,26155
Q9Y3X0,1,1,caffeine,CCDC9,26093
Q9Y426,1,1,caffeine,C2CD2,25966
Q9Y450,1,1,caffeine,HBS1L,10767
Q9Y483,1,1,caffeine,MTF2,22823
Q9Y487,1,1,caffeine,ATP6V0A2,23545
Q9Y2K1,1,1,caffeine,ZBTB1,22890
Q9Y2K7,1,1,caffeine,KDM2A,22992
Q9Y2L9,1,1,caffeine,LRCH1,23143
Q9Y2T1,1,1,caffeine,AXIN2,8313
Q9Y2V2,1,1,caffeine,CARHSP1,23589
Q9Y4B6,1,1,caffeine,DCAF1,9730
Q9Y4D1,1,1,caffeine,DAAM1,23002
Q9Y4E1,1,1,caffeine,WASHC2C,253725
Q9Y4E6,1,1,caffeine,WDR7,23335
Q9Y4E8,1,1,caffeine,USP15,9958
Q9Y4F1,1,1,caffeine,FARP1,10160
Q9Y4F5,1,1,caffeine,CEP170B,283638
Q9Y4G6,1,1,caffeine,TLN2,83660
Q9Y4I1,1,1,caffeine,MYO5A,4644
Q9Y4R8,1,1,caffeine,TELO2,9894
Q9Y5A9,1,1,caffeine,YTHDF2,51441
Q9Y5B0,1,1,caffeine,CTDP1,9150
Q9Y3E0,1,1,caffeine,GOLT1B,51026
Q9Y3E2,1,1,caffeine,BOLA1,51027
Q9Y3L3,1,1,caffeine,SH3BP1,23616
Q9Y3M8,1,1,caffeine,STARD13,90627
Q9Y5Z9,1,1,caffeine,UBIAD1,29914
Q9Y5J5,1,1,caffeine,PHLDA3,23612
Q9Y5K3,1,1,caffeine,PCYT1B,9468
Q9Y5K6,1,1,caffeine,CD2AP,23607
Q9Y5K8,1,1,caffeine,ATP6V1D,51382
Q9Y5M8,1,1,caffeine,SRPRB,58477
Q9Y5N6,1,1,caffeine,ORC6,23594
Q9Y5P4,1,1,caffeine,CERT1,10087
Q9Y5Q8,1,1,caffeine,GTF3C5,9328
Q9Y5Q9,1,1,caffeine,GTF3C3,9330
Q9Y5S1,1,1,caffeine,TRPV2,51393
Q9Y5W8,1,1,caffeine,SNX13,23161
Q9Y5X1,1,1,caffeine,SNX9,51429
Q9Y5X2,1,1,caffeine,SNX8,29886
Q9Y490,1,1,caffeine,TLN1,7094
Q9Y4A5,1,1,caffeine,TRRAP,8295
Q9Y613,1,1,caffeine,FHOD1,29109
A0AVK6,1,1,caffeine,E2F8,79733
A0AVT1,1,1,caffeine,UBA6,55236
Q9Y6M1,1,1,caffeine,IGF2BP2,10644
Q9Y6M5,1,1,caffeine,SLC30A1,7779
Q9Y6M7,1,1,caffeine,SLC4A7,9497
Q9Y6N7,1,1,caffeine,ROBO1,6091
Q9Y6P5,1,1,caffeine,SESN1,27244
Q9Y6Q9,1,1,caffeine,NCOA3,8202
Q9Y6R9,1,1,caffeine,CCDC61,729440
Q9Y6W5,1,1,caffeine,WASF2,10163
Q9Y6X4,1,1,caffeine,FAM169A,26049
Q9Y6Y0,1,1,caffeine,IVNS1ABP,10625
A0A8M9PGW6,1,1,caffeine,CYP19A1B,60640
Q9Y5B6,1,1,caffeine,PAXBP1,94104
Q9Y5E4,1,1,caffeine,PCDHB5,26167
A0JNW5,1,1,caffeine,BLTP3B,23074
A1A607,1,1,caffeine,HSPB11,790918
A1KXE4,1,1,caffeine,FAM168B,130074
A1L170,1,1,caffeine,C1ORF226,400793
A1L260,1,1,caffeine,CAVIN4A,552940
A1X283,1,1,caffeine,SH3PXD2B,285590
A1ZB68,1,1,caffeine,GSTE3,37108
A2AJT9,1,1,caffeine,BCLAF3,256643
A2BHA3,1,1,caffeine,CKMA,30095
A2RUC4,1,1,caffeine,TYW5,129450
A3KN83,1,1,caffeine,SBNO1,55206
A4VCG4,1,1,caffeine,HE1.3,792176
Q9Y6I3,1,1,caffeine,EPN1,29924
Q9Y6J0,1,1,caffeine,CABIN1,23523
Q9Y6J9,1,1,caffeine,TAF6L,10629
Q9Y608,1,1,caffeine,LRRFIP2,9209
