,compound,geneid,description,symbol,uniprot_accession,uniprot_accessions
4129,caffeine,65268,WNK lysine deficient protein kinase 2,WNK2,Q9Y3S1,Q9Y3S1;E9PCD1
4130,caffeine,49856,"WD repeat containing, antisense to TP73",WRAP73,Q9P2S5,Q9P2S5;A0A384MQZ3
4131,caffeine,23286,WW and C2 domain containing 1,WWC1,Q8IX03,Q8IX03
4132,caffeine,29841,grainyhead like transcription factor 1,GRHL1,Q9NZI5,Q9NZI5
4133,caffeine,7514,exportin 1,XPO1,O14980,O14980;A0A7I2V2Y6;A0A7I2V461;A0A7I2V6B9;B3KWD0
4134,caffeine,7518,X-ray repair cross complementing 4,XRCC4,Q13426,Q13426;Q7Z763
4135,caffeine,22803,5'-3' exoribonuclease 2,XRN2,Q9H0D6,Q9H0D6;B4DZC3
4136,caffeine,8531,Y-box binding protein 3,YBX3,P16989,P16989
4137,caffeine,48340,Glutathione S transferase D7,GSTD7,Q9VG93,Q9VG93
4138,caffeine,9446,glutathione S-transferase omega 1,GSTO1,P78417,P78417;V9HWG9
4139,caffeine,81576,YJU2 splicing factor homolog B,YJU2B,P13994,P13994;B7Z1U2
4140,caffeine,64848,YTH N6-methyladenosine RNA binding protein C2,YTHDC2,Q9H6S0,Q9H6S0
4141,caffeine,7531,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon,YWHAE,P62258,P62258;V9HW98
4142,caffeine,7531,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon,YWHAE,P62258,P62258;V9HW98
4143,caffeine,9567,GTP binding protein 1,GTPBP1,O00178,O00178
4144,caffeine,64412,GDNF inducible zinc finger protein 1,GZF1,Q9H116,Q9H116
4145,caffeine,9889,zinc finger BED-type containing 4,ZBED4,O75132,O75132
4146,caffeine,57621,zinc finger and BTB domain containing 2,ZBTB2,Q8N680,Q8N680
4147,caffeine,29068,zinc finger and BTB domain containing 44,ZBTB44,Q8NCP5,Q8NCP5;H0YEM9
4148,caffeine,14958,H1.0 linker histone,H1F0,P10922,P10922
4149,caffeine,166793,zinc finger and BTB domain containing 49,ZBTB49,Q6ZSB9,Q6ZSB9
4150,caffeine,51101,zinc finger C2HC-type containing 1A,ZC2HC1A,Q96GY0,Q96GY0;B2R9B8;H0YAP0
4151,caffeine,55854,zinc finger CCCH-type containing 15,ZC3H15,Q8WU90,Q8WU90
4152,caffeine,333932,H3 clustered histone 15,H3C15,Q71DI3,Q71DI3
4153,caffeine,57531,HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1,HACE1,Q8IYU2,Q8IYU2
4154,caffeine,23144,zinc finger CCCH-type containing 3,ZC3H3,Q8IXZ2,Q8IXZ2
4155,caffeine,56829,"zinc finger CCCH-type containing, antiviral 1",ZC3HAV1,Q7Z2W4,Q7Z2W4;C9J6P4
4156,caffeine,54877,zinc finger CCHC-type containing 2,ZCCHC2,Q9C0B9,Q9C0B9;Q9BRD4
4157,caffeine,15122,"hemoglobin alpha, adult chain 1",HBA-A1,Q91VB8,Q91VB8
4158,caffeine,51564,histone deacetylase 7,HDAC7,Q8WUI4,Q8WUI4
4159,caffeine,51564,histone deacetylase 7,HDAC7,Q8WUI4,Q8WUI4
4160,caffeine,55625,zDHHC palmitoyltransferase 7,ZDHHC7,Q9NXF8,Q9NXF8
4161,caffeine,60685,zinc finger AN1-type containing 3,ZFAND3,Q9H8U3,Q9H8U3;E2QRF5
4162,caffeine,792176,"hatching enzyme 1, tandem duplicate 3",HE1.3,A4VCG4,A4VCG4
4163,caffeine,23593,heme binding protein 2,HEBP2,Q9Y5Z4,Q9Y5Z4;Q5THN1
4164,caffeine,7538,ZFP36 zinc finger CCCH-type,ZFP36,P26651,P26651
4165,caffeine,74400,zinc finger protein 819,ZFP819,E9Q5X9,E9Q5X9;Q80V81;Q9D4A7
4166,caffeine,84936,zinc finger FYVE-type containing 19,ZFYVE19,Q96K21,Q96K21
4167,caffeine,220296,hepatic and glial cell adhesion molecule,HEPACAM,Q14CZ8,Q14CZ8;A0A994J4I1
4168,caffeine,9146,hepatocyte growth factor-regulated tyrosine kinase substrate,HGS,O14964,O14964;A0A0S2Z4R4
4169,caffeine,85416,Zic family zinc finger 5,ZIC5,Q96T25,Q96T25
4170,caffeine,7750,zinc finger MYM-type containing 2,ZMYM2,Q9UBW7,Q9UBW7;A8K126
4171,caffeine,23119,HIC ZBTB transcriptional repressor 2,HIC2,Q96JB3,Q96JB3
4172,caffeine,7727,zinc finger protein 174,ZNF174,Q15697,Q15697;I3L2H2
4173,caffeine,7572,zinc finger protein 24,ZNF24,P17028,P17028
4174,caffeine,55609,zinc finger protein 280C,ZNF280C,Q8ND82,Q8ND82
4175,caffeine,24149,zinc finger protein 318,ZNF318,Q5VUA4,Q5VUA4
4176,caffeine,7581,zinc finger protein 33A,ZNF33A,Q06730,Q06730;A0A0A0MR11;A0A0A0MRS1
4177,caffeine,79797,zinc finger protein 408,ZNF408,Q9H9D4,Q9H9D4;B4DXY4
4178,caffeine,84858,zinc finger protein 503,ZNF503,Q96F45,Q96F45
4179,caffeine,9658,zinc finger protein 516,ZNF516,Q92618,Q92618;Q2YDX2
4180,caffeine,163033,zinc finger protein 579,ZNF579,Q8NAF0,Q8NAF0
4181,caffeine,23060,zinc finger protein 609,ZNF609,O15014,O15014
4182,caffeine,121274,zinc finger protein 641,ZNF641,Q96N77,Q96N77
4183,caffeine,84376,hook microtubule tethering protein 3,HOOK3,Q86VS8,Q86VS8
4184,caffeine,22834,zinc finger protein 652,ZNF652,Q9Y2D9,Q9Y2D9;A8K9F2;D6RF85
4185,caffeine,55657,zinc finger protein 692,ZNF692,Q9BU19,Q9BU19
4186,caffeine,147808,zinc finger protein 784,ZNF784,Q8NCA9,Q8NCA9
4187,caffeine,223082,zinc and ring finger 2,ZNRF2,Q8NHG8,Q8NHG8;A0A090N8Y8
4188,caffeine,79149,zinc finger and SCAN domain containing 5A,ZSCAN5A,Q9BUG6,Q9BUG6;A0A0C4DGQ1
4189,caffeine,23140,zinc finger ZZ-type and EF-hand domain containing 1,ZZEF1,O43149,O43149
4190,caffeine,560210,"heat shock cognate 70-kd protein, like",HSP70L,A8WFS0,A8WFS0
4191,caffeine,391634,"heat shock protein 90 alpha family class B member 2, pseudogene",HSP90AB2P,,
4192,caffeine,7190,"heat shock protein 90 beta family member 2, pseudogene",HSP90B2P,,
4193,caffeine,22824,heat shock protein family A (Hsp70) member 4 like,HSPA4L,O95757,O95757;A0A140VKE7;B4DXT2;B4DZR0;E9PDE8
4194,caffeine,23640,HSPA (Hsp70) binding protein 1,HSPBP1,Q9NZL4,Q9NZL4
4195,caffeine,10808,heat shock protein family H (Hsp110) member 1,HSPH1,Q92598,Q92598;A0A0A0MSM0;B4DY72
4196,caffeine,10075,"HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1",HUWE1,Q7Z6Z7,Q7Z6Z7
4197,caffeine,25998,inhibitor of Bruton tyrosine kinase,IBTK,Q9P2D0,Q9P2D0;B7ZLE0;E7EPI0
4198,caffeine,9173,interleukin 1 receptor like 1,IL1RL1,Q01638,Q01638
4199,caffeine,16190,"interleukin 4 receptor, alpha",IL4RA,P16382,P16382;Q3U905
4200,caffeine,16190,"interleukin 4 receptor, alpha",IL4RA,P16382,P16382;Q3U905
4201,caffeine,55968,NSFL1 cofactor,NSFL1C,Q9UNZ2,Q9UNZ2;Q53FE8
4202,caffeine,4915,neurotrophic receptor tyrosine kinase 2,NTRK2,Q16620,Q16620;A0A8I5KR47;A0A8I5KUZ1;A0A8I5KZB7;A0A8J8YUT9;Q548C2;Q5VWE5
4203,caffeine,64710,nuclear casein kinase and cyclin dependent kinase substrate 1,NUCKS1,Q9H1E3,Q9H1E3
4204,caffeine,55746,nucleoporin 133,NUP133,Q8WUM0,Q8WUM0
4205,caffeine,23225,nucleoporin 210,NUP210,Q8TEM1,Q8TEM1
4206,caffeine,9818,nucleoporin 58,NUP58,Q9BVL2,Q9BVL2;A0A8Q3WKK5;A0A8Q3WKL7
4207,caffeine,4928,nucleoporin 98 and 96 precursor,NUP98,P52948,P52948;A0A8V8TR21;H0YCR0;H0YEN4
4208,caffeine,10482,nuclear RNA export factor 1,NXF1,Q9UBU9,Q9UBU9;Q59E96
4209,caffeine,100506658,occludin,OCLN,Q16625,Q16625;A8K3T2
4210,caffeine,11054,opioid growth factor receptor,OGFR,Q9NZT2,Q9NZT2
4211,caffeine,10133,optineurin,OPTN,Q96CV9,Q96CV9
4212,caffeine,5004,orosomucoid 1,ORM1,P02763,P02763
4213,caffeine,114884,oxysterol binding protein like 10,OSBPL10,Q9BXB5,Q9BXB5;Q9NX98
4214,caffeine,114883,oxysterol binding protein like 9,OSBPL9,Q96SU4,Q96SU4;B1AKJ6;B3KW33
4215,caffeine,28962,osteoclastogenesis associated transmembrane protein 1,OSTM1,Q86WC4,Q86WC4;A0A8V8TNX7;A0A8V8TPT7
4216,caffeine,560759,orthopedia homeobox a,OTPA,B3DGA5,B3DGA5;F6NUE7
4217,caffeine,56957,OTU deubiquitinase 7B,OTUD7B,Q6GQQ9,Q6GQQ9
4218,caffeine,10536,prolyl 3-hydroxylase 3,P3H3,Q8IVL6,Q8IVL6
4219,caffeine,159090,PABIR family member 2,PABIR2,Q7Z309,Q7Z309;B4DN12;G1UD79;G1UD80
4220,caffeine,11252,protein kinase C and casein kinase substrate in neurons 2,PACSIN2,Q9UNF0,Q9UNF0;Q6FIA3
4221,caffeine,342979,paralemmin 3,PALM3,A6NDB9,A6NDB9;A0A590UJ36;K7EKN5
4222,caffeine,10914,poly(A) polymerase alpha,PAPOLA,P51003,P51003;A0A0C4DGK1;G3XAH6
4223,caffeine,8505,poly(ADP-ribose) glycohydrolase,PARG,Q86W56,Q86W56
4224,caffeine,64098,parvin gamma,PARVG,Q9HBI0,Q9HBI0
4225,caffeine,5074,pro-apoptotic WT1 regulator,PAWR,Q96IZ0,Q96IZ0
4226,caffeine,55193,polybromo 1,PBRM1,Q86U86,Q86U86;A0A9L9PXL4
4227,caffeine,5094,poly(rC) binding protein 2,PCBP2,Q15366,Q15366;A0A384N6B9
4228,caffeine,5106,"phosphoenolpyruvate carboxykinase 2, mitochondrial",PCK2,Q16822,Q16822;A0A384MTT2
4229,caffeine,57092,PEST proteolytic signal containing nuclear protein,PCNP,Q8WW12,Q8WW12
4230,caffeine,9468,"phosphate cytidylyltransferase 1B, choline",PCYT1B,Q9Y5K3,Q9Y5K3
4231,caffeine,27250,programmed cell death 4,PDCD4,Q53EL6,Q53EL6;B4DKX4
4232,caffeine,9601,protein disulfide isomerase family A member 4,PDIA4,P13667,P13667;A0A090N8Y2;A0A499FI48
4233,caffeine,10611,PDZ and LIM domain 5,PDLIM5,Q96HC4,Q96HC4;A0A0A0MSP3;B7Z481;B7Z8X5
4234,caffeine,8682,proliferation and apoptosis adaptor protein 15,PEA15,Q15121,Q15121;B1AKZ4;B1AKZ5;Q96FS5
4235,caffeine,5178,paternally expressed 3,PEG3,Q9GZU2,Q9GZU2;A0A3B3IRU6
4236,caffeine,5195,peroxisomal biogenesis factor 14,PEX14,O75381,O75381
4237,caffeine,5213,"phosphofructokinase, muscle",PFKM,P08237,P08237;A0A024R0Y5;A0A0S2Z4I1;A0A2R8Y891;F8VTQ3
4238,caffeine,27315,post-GPI attachment to proteins 2,PGAP2,Q9UHJ9,Q9UHJ9;A0A024RCD5;A0A0A0MS75;A0A0S2Z568;A8MYS5;B7Z2X5;H0YDC6;H0YDQ4
4239,caffeine,5232,phosphoglycerate kinase 2,PGK2,P07205,P07205;A0A140VJR3
4240,caffeine,5241,progesterone receptor,PGR,P06401,P06401
4241,caffeine,65979,phosphatase and actin regulator 4,PHACTR4,Q8IZ21,Q8IZ21
4242,caffeine,80012,polyhomeotic homolog 3,PHC3,Q8NDX5,Q8NDX5;B4E2T1
4243,caffeine,55274,PHD finger protein 10,PHF10,Q8WUB8,Q8WUB8
4244,caffeine,79142,PHD finger protein 23,PHF23,Q9BUL5,Q9BUL5;I3L1N0
4245,caffeine,25929,gem nuclear organelle associated protein 5,GEMIN5,Q8TEQ6,Q8TEQ6;B7ZLC9;Q58EZ8
4246,caffeine,79893,gametogenetin binding protein 2,GGNBP2,Q9H3C7,Q9H3C7
4247,caffeine,7375,ubiquitin specific peptidase 4,USP4,Q13107,Q13107;Q08AK7
4248,caffeine,55031,ubiquitin specific peptidase 47,USP47,Q96K76,Q96K76
4249,caffeine,7874,ubiquitin specific peptidase 7,USP7,Q93009,Q93009;B7Z855;B7ZAX6;Q6U8A4
4250,caffeine,26058,GRB10 interacting GYF protein 2,GIGYF2,Q6Y7W6,Q6Y7W6
4251,caffeine,9815,GIT ArfGAP 2,GIT2,Q14161,Q14161;F8VXI9;F8W822;Q6FI58
4252,caffeine,8239,ubiquitin specific peptidase 9 X-linked,USP9X,Q93008,Q93008;A0A994J4R6;A0A994J6S4;Q6P468;Q86X58
4253,caffeine,7402,utrophin,UTRN,P46939,P46939;Q5T097;Q6LBS5
4254,caffeine,9218,VAMP associated protein A,VAPA,Q9P0L0,Q9P0L0
4255,caffeine,113263,glucocorticoid induced 1,GLCCI1,Q86VQ1,Q86VQ1
4256,caffeine,55830,glycosyltransferase 8 domain containing 1,GLT8D1,Q68CQ7,Q68CQ7;Q7Z4D0
4257,caffeine,80124,valosin containing protein interacting protein 1,VCPIP1,Q96JH7,Q96JH7
4258,caffeine,8833,guanosine monophosphate synthase,GMPS,P49915,P49915;A0A140VJK6
4259,caffeine,157680,vacuolar protein sorting 13 homolog B,VPS13B,Q7Z7G8,Q7Z7G8
4260,caffeine,9559,VPS26 retromer complex component A,VPS26A,O75436,O75436;B4DLT1
4261,caffeine,8443,glyceronephosphate O-acyltransferase,GNPAT,O15228,O15228
4262,caffeine,55275,VPS53 subunit of GARP complex,VPS53,Q5VIR6,Q5VIR6;B3KS06
4263,caffeine,7448,vitronectin,VTN,P04004,P04004;D9ZGG2
4264,caffeine,10163,WASP family member 2,WASF2,Q9Y6W5,Q9Y6W5
4265,caffeine,100135472,adenosine A1 receptor,ADORA1,P47745,P47745
4266,caffeine,100911796,adenosine A3 receptor,ADORA3,P28647,P28647;A6HUN6
4267,caffeine,100135473,adenosine A2a receptor,ADORA2A,P46616,P46616;H0W732
4268,caffeine,54856,gon-4 like,GON4L,Q3T8J9,Q3T8J9;A4PB67;A4PB68;Q14BN2;Q9H986
4269,caffeine,9527,golgi SNAP receptor complex member 1,GOSR1,O95249,O95249;E9PCW1
4270,caffeine,55105,G-patch domain containing 2,GPATCH2,Q9NW75,Q9NW75
4271,caffeine,653440,"WASP family homolog 6, pseudogene",WASH6P,,
4272,caffeine,11193,WW domain binding protein 4,WBP4,O75554,O75554
4273,caffeine,55717,WD repeat domain 11,WDR11,Q9BZH6,Q9BZH6
4274,caffeine,65056,GC-rich promoter binding protein 1,GPBP1,Q86WP2,Q86WP2;D4PHA4
4275,caffeine,10885,WD repeat domain 3,WDR3,Q9UNX4,Q9UNX4;Q5TDG3
4276,caffeine,57599,WD repeat domain 48,WDR48,Q8TAF3,Q8TAF3;A0A024R2L1
4277,caffeine,197335,WD repeat domain 90,WDR90,Q96KV7,Q96KV7;F8VUX9
4278,caffeine,65983,GRAM domain containing 2B,GRAMD2B,Q96HH9,Q96HH9
4279,caffeine,65125,WNK lysine deficient protein kinase 1,WNK1,Q9H4A3,Q9H4A3;A5D8Z4;F5GWT4
4280,caffeine,55135,WD repeat containing antisense to TP53,WRAP53,Q9BUR4,Q9BUR4
4281,caffeine,7490,WT1 transcription factor,WT1,P19544,P19544;A0A481V744;H0Y7K5;Q6PI38
4282,caffeine,25937,WW domain containing transcription regulator 1,WWTR1,Q9GZV5,Q9GZV5
4283,caffeine,7508,"XPC complex subunit, DNA damage recognition and repair factor",XPC,Q01831,Q01831;A0ABB0MVJ4;X5DRB1
4284,caffeine,7515,X-ray repair cross complementing 1,XRCC1,P18887,P18887;B2RCY5;Q59HH7
4285,caffeine,23199,Gse1 coiled-coil protein,GSE1,Q14687,Q14687
4286,caffeine,4904,Y-box binding protein 1,YBX1,P67809,P67809
4287,caffeine,78992,Yip1 domain family member 2,YIPF2,Q9BWQ6,Q9BWQ6;K7ENM8
4288,caffeine,14867,"glutathione S-transferase, mu 6",GSTM6,O35660,O35660;D3YVP8;G5E8M7
4289,caffeine,91746,YTH N6-methyladenosine RNA binding protein C1,YTHDC1,Q96MU7,Q96MU7;J3QR07
4290,caffeine,9569,GTF2I repeat domain containing 1,GTF2IRD1,Q9UHL9,Q9UHL9;E9PFE2
4291,caffeine,9328,general transcription factor IIIC subunit 5,GTF3C5,Q9Y5Q8,Q9Y5Q8;H7BY84
4292,caffeine,7534,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta,YWHAZ,P63104,P63104;D0PNI1
4293,caffeine,27107,zinc finger and BTB domain containing 11,ZBTB11,O95625,O95625;Q59H97
4294,caffeine,9923,zinc finger and BTB domain containing 40,ZBTB40,Q9NUA8,Q9NUA8;B3KR52;F8WAI8;Q1RMZ5
4295,caffeine,221504,zinc finger and BTB domain containing 9,ZBTB9,Q96C00,Q96C00;A0A1U9X8U5
4296,caffeine,79882,zinc finger CCCH-type containing 14,ZC3H14,Q6PJT7,Q6PJT7;G3V256
4297,caffeine,8345,H2B clustered histone 9,H2BC9,Q93079,Q93079
4298,caffeine,9200,3-hydroxyacyl-CoA dehydratase 1,HACD1,B0YJ81,B0YJ81
4299,caffeine,54801,HAUS augmin like complex subunit 6,HAUS6,Q7Z4H7,Q7Z4H7
4300,caffeine,23264,zinc finger CCCH-type containing 7B,ZC3H7B,Q9UGR2,Q9UGR2
4301,caffeine,54819,zinc finger CCHC-type containing 10,ZCCHC10,Q8TBK6,Q8TBK6;B3KVL5;B4DU89;D6R9G7;D6RHC2;G3XAM1
4302,caffeine,93323,HAUS augmin like complex subunit 8,HAUS8,Q9BT25,Q9BT25
4303,caffeine,25921,zDHHC palmitoyltransferase 5,ZDHHC5,Q9C0B5,Q9C0B5
4304,caffeine,130617,zinc finger AN1-type containing 2B,ZFAND2B,Q8WV99,Q8WV99;A0A087X0D9
4305,caffeine,63897,HEAT repeat containing 6,HEATR6,Q6AI08,Q6AI08
4306,caffeine,50628,gem nuclear organelle associated protein 4,GEMIN4,P57678,P57678;I3L2C7;Q8WUM5;Q9HC39
4307,caffeine,23062,"golgi associated, gamma adaptin ear containing, ARF binding protein 2",GGA2,Q9UJY4,Q9UJY4
4308,caffeine,57695,ubiquitin specific peptidase 37,USP37,Q86T82,Q86T82
4309,caffeine,124739,ubiquitin specific peptidase 43,USP43,Q70EL4,Q70EL4
4310,caffeine,9712,USP6 N-terminal like,USP6NL,Q92738,Q92738;X6RAB3
4311,caffeine,64599,GRB10 interacting GYF protein 1,GIGYF1,O75420,O75420
4312,caffeine,28964,GIT ArfGAP 1,GIT1,Q9Y2X7,Q9Y2X7;Q59FC3
4313,caffeine,51096,UTP18 small subunit processome component,UTP18,Q9Y5J1,Q9Y5J1
4314,caffeine,81839,VANGL planar cell polarity protein 1,VANGL1,Q8TAA9,Q8TAA9
4315,caffeine,10052,gap junction protein gamma 1,GJC1,P36383,P36383
4316,caffeine,25806,ventral anterior homeobox 2,VAX2,Q9UIW0,Q9UIW0;F1T0K5
4317,caffeine,51053,geminin DNA replication inhibitor,GMNN,O75496,O75496
4318,caffeine,59345,G protein subunit beta 4,GNB4,Q9HAV0,Q9HAV0
4319,caffeine,25962,vir like m6A methyltransferase associated,VIRMA,Q69YN4,Q69YN4
4320,caffeine,57617,VPS18 core subunit of CORVET and HOPS complexes,VPS18,Q9P253,Q9P253
4321,caffeine,54552,G protein nucleolar 3 like,GNL3L,Q9NVN8,Q9NVN8;Q05DU1
4322,caffeine,55610,VPS50 subunit of EARP/GARPII complex,VPS50,Q96JG6,Q96JG6
4323,caffeine,51231,VRK serine/threonine kinase 3,VRK3,Q8IV63,Q8IV63
4324,caffeine,23063,WAPL cohesin release factor,WAPL,Q7Z5K2,Q7Z5K2;A8K273;B2RTX8
4325,caffeine,51026,golgi transport 1B,GOLT1B,Q9Y3E0,Q9Y3E0
4326,caffeine,26003,golgi reassembly stacking protein 2,GORASP2,Q9H8Y8,Q9H8Y8
4327,caffeine,55094,G-patch domain containing 1,GPATCH1,Q9BRR8,Q9BRR8
4328,caffeine,54838,WW domain binding protein 1 like,WBP1L,Q9NX94,Q9NX94
4329,caffeine,11169,WD repeat and HMG-box DNA binding protein 1,WDHD1,O75717,O75717
4330,caffeine,23131,G-patch domain containing 8,GPATCH8,Q9UKJ3,Q9UKJ3
4331,caffeine,10243,gephyrin,GPHN,Q9NQX3,Q9NQX3
4332,caffeine,55890,G protein-coupled receptor class C group 5 member C,GPRC5C,Q9NQ84,Q9NQ84;A0A0C4DFY5;A8MXZ4;Q9BSP0
4333,caffeine,54521,WD repeat domain 44,WDR44,Q5JSH3,Q5JSH3
4334,caffeine,23335,WD repeat domain 7,WDR7,Q9Y4E6,Q9Y4E6
4335,caffeine,57655,GRAM domain containing 1A,GRAMD1A,Q96CP6,Q96CP6;B3KQF7;B3KUH3;M0QZ12
4336,caffeine,9687,growth regulating estrogen receptor binding 1,GREB1,Q4ZG55,Q4ZG55
4337,caffeine,58525,WIZ zinc finger,WIZ,O95785,O95785;A0A2R8YFV2;A0A669KAV7;A0A669KBG4;A0A669KBH9;M0QXA7
4338,caffeine,54361,Wnt family member 4,WNT4,P56705,P56705
4339,caffeine,56897,WRN helicase interacting protein 1,WRNIP1,Q96S55,Q96S55
4340,caffeine,56850,GRIP1 associated protein 1,GRIPAP1,Q4V328,Q4V328
4341,caffeine,11059,WW domain containing E3 ubiquitin protein ligase 1,WWP1,Q9H0M0,Q9H0M0
4342,caffeine,389610,XK related 5,XKR5,Q6UX68,Q6UX68
4343,caffeine,9213,xenotropic and polytropic retrovirus receptor 1,XPR1,Q9UBH6,Q9UBH6
4344,caffeine,10413,Yes1 associated transcriptional regulator,YAP1,P46937,P46937;K0KVU2
4345,caffeine,7525,"YES proto-oncogene 1, Src family tyrosine kinase",YES1,P07947,P07947
4346,caffeine,37108,Glutathione S transferase E3,GSTE3,A1ZB68,A1ZB68
4347,caffeine,79693,yrdC N6-threonylcarbamoyltransferase domain containing,YRDC,Q86U90,Q86U90
4348,caffeine,7529,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta,YWHAB,P31946,P31946;V9HWD6
4349,caffeine,9330,general transcription factor IIIC subunit 3,GTF3C3,Q9Y5Q9,Q9Y5Q9
4350,caffeine,51512,G2 and S-phase expressed 1,GTSE1,Q9NYZ3,Q9NYZ3
4351,caffeine,10971,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta,YWHAQ,P27348,P27348
4352,caffeine,22890,zinc finger and BTB domain containing 1,ZBTB1,Q9Y2K1,Q9Y2K1
4353,caffeine,253461,zinc finger and BTB domain containing 38,ZBTB38,Q8NAP3,Q8NAP3;Q9H6F0
4354,caffeine,51341,zinc finger and BTB domain containing 7A,ZBTB7A,O95365,O95365
4355,caffeine,23091,zinc finger CCCH-type containing 13,ZC3H13,Q5T200,Q5T200;A0A7I2V4I5;A0PJJ2;B3KQG8
4356,caffeine,8348,H2B clustered histone 17,H2BC17,P23527,P23527
4357,caffeine,22927,hyaluronan binding protein 4,HABP4,Q5JVS0,Q5JVS0
4358,caffeine,54930,HAUS augmin like complex subunit 4,HAUS4,Q9H6D7,Q9H6D7
4359,caffeine,29066,zinc finger CCCH-type containing 7A,ZC3H7A,Q8IWR0,Q8IWR0
4360,caffeine,51530,zinc finger C3HC-type containing 1,ZC3HC1,Q86WB0,Q86WB0;C9J0I9
4361,caffeine,85437,zinc finger CCHC-type and RNA binding motif containing 1,ZCRB1,Q8TBF4,Q8TBF4;G3V1V1
4362,caffeine,10014,histone deacetylase 5,HDAC5,Q9UQL6,Q9UQL6
4363,caffeine,254887,zDHHC palmitoyltransferase 23,ZDHHC23,Q8IYP9,Q8IYP9;A0A1W2PRJ8;B3KXV3;E9PAP7
4364,caffeine,6935,zinc finger E-box binding homeobox 1,ZEB1,P37275,P37275;B2RBI8;B4DGU2
4365,caffeine,196441,zinc finger C3H1-type containing,ZFC3H1,O60293,O60293
4366,caffeine,55027,HEAT repeat containing 3,HEATR3,Q7Z4Q2,Q7Z4Q2
4367,caffeine,25831,HECT domain E3 ubiquitin protein ligase 1,HECTD1,Q9ULT8,Q9ULT8;A0A087X2H1;A0A8I5QJU2;H0YJD4
4368,caffeine,54617,INO80 complex ATPase subunit,INO80,Q9ULG1,Q9ULG1
4369,caffeine,16333,insulin I,INS1,P01325,P01325
4370,caffeine,55726,integrator complex subunit 13,INTS13,Q9NVM9,Q9NVM9
4371,caffeine,128239,IQ motif containing GTPase activating protein 3,IQGAP3,Q86VI3,Q86VI3
4372,caffeine,26145,interferon regulatory factor 2 binding protein 1,IRF2BP1,Q8IU81,Q8IU81
4373,caffeine,79191,iroquois homeobox 3,IRX3,P78415,P78415
4374,caffeine,10625,influenza virus NS1A binding protein,IVNS1ABP,Q9Y6Y0,Q9Y6Y0
4375,caffeine,9767,jade family PHD finger 3,JADE3,Q92613,Q92613
4376,caffeine,251984,Juvenile hormone epoxide hydrolase 1,JHEH1,Q7JRC3,Q7JRC3
4377,caffeine,8629,Jrk helix-turn-helix protein,JRK,O75564,O75564
4378,caffeine,23189,KN motif and ankyrin repeat domains 1,KANK1,Q14678,Q14678;A0A8I5KRP2;A0A8I5KT40;A0A8I5KZ49
4379,caffeine,7994,lysine acetyltransferase 6A,KAT6A,Q92794,Q92794;A5PKX7;A5PLL3
4380,caffeine,11104,katanin catalytic subunit A1,KATNA1,O75449,O75449;A8K7S5
4381,caffeine,56888,potassium channel modulatory factor 1,KCMF1,Q9P0J7,Q9P0J7
4382,caffeine,22992,lysine demethylase 2A,KDM2A,Q9Y2K7,Q9Y2K7;I3VM53;I3VM54
4383,caffeine,9682,lysine demethylase 4A,KDM4A,O75164,O75164
4384,caffeine,92259,alpha-ketoglutarate dehydrogenase subunit 4,KGD4,P82909,P82909
4385,caffeine,9786,KIAA0586,KIAA0586,Q9BVV6,Q9BVV6;A0A087WYM5;A0A494C171;B4DYW5;B7Z7W7
4386,caffeine,56243,KIAA1217,KIAA1217,Q5T5P2,Q5T5P2;B7ZM29
4387,caffeine,55614,kinesin family member 16B,KIF16B,Q96L93,Q96L93;A0A140VK74;A0A1B0GTU3;A0A1B0GVS8
4388,caffeine,10112,kinesin family member 20A,KIF20A,O95235,O95235
4389,caffeine,9371,kinesin family member 3B,KIF3B,O15066,O15066
4390,caffeine,22944,Kin17 DNA and RNA binding protein,KIN,O60870,O60870
4391,caffeine,83855,KLF transcription factor 16,KLF16,Q9BXK1,Q9BXK1
4392,caffeine,9314,KLF transcription factor 4,KLF4,O43474,O43474
4393,caffeine,84861,kelch like family member 22,KLHL22,Q53GT1,Q53GT1
4394,caffeine,9757,lysine methyltransferase 2B,KMT2B,Q9UMN6,Q9UMN6;A0A669KBI7
4395,caffeine,9735,kinetochore associated 1,KNTC1,P50748,P50748
4396,caffeine,84626,KRAB domain containing 3,KRABD3,A5PL33,A5PL33;A0A0C4DH65
4397,caffeine,8689,keratin 36,KRT36,O76013,O76013
4398,caffeine,23367,"La ribonucleoprotein 1, translational regulator",LARP1,Q6PKG0,Q6PKG0;A0A8I5KSP1;A0A8I5KWU3
4399,caffeine,7544,zinc finger protein Y-linked,ZFY,P08048,P08048
4400,caffeine,283450,HECT domain E3 ubiquitin protein ligase 4,HECTD4,A0A804HJX8,A0A804HJX8;F8VWT9
4401,caffeine,8924,HECT and RLD domain containing E3 ubiquitin protein ligase 2,HERC2,O95714,O95714;A8KAQ8
