compound,protein,normalized_target,is_gene
caffeine,NFX1,NFX1,True
caffeine,NHERF1,NHERF1,True
caffeine,NIBAN2,NIBAN2,True
caffeine,TLN1,TLN1,True
caffeine,TMC7,TMC7,True
caffeine,NISCH,NISCH,True
caffeine,NKTR,NKTR,True
caffeine,NMNAT1,NMNAT1,True
caffeine,EPC1,EPC1,True
caffeine,EPHA1,EPHA1,True
caffeine,EPPK1,EPPK1,True
caffeine,TMED5,TMED5,True
caffeine,TMEM106B,TMEM106B,True
caffeine,TMEM169,TMEM169,True
caffeine,NOC2L,NOC2L,True
caffeine,NOL4L,NOL4L,True
caffeine,NONO,NONO,True
caffeine,EPS15,EPS15,True
caffeine,EPS8L3,EPS8L3,True
caffeine,ERBIN,ERBIN,True
caffeine,TMEM230,TMEM230,True
caffeine,TMEM45B,TMEM45B,True
caffeine,ERCC5,ERCC5,True
caffeine,ERF,ERF,True
caffeine,NOS1AP,NOS1AP,True
caffeine,NOSIP,NOSIP,True
caffeine,ESCO2,ESCO2,True
caffeine,ESPN,ESPN,True
caffeine,ESYT2,ESYT2,True
caffeine,TMIGD2,TMIGD2,True
caffeine,TMUB1,TMUB1,True
caffeine,NPHP4,NPHP4,True
caffeine,NPL,NPL,True
caffeine,NPPA,NPPA,True
caffeine,NQO1,NQO1,True
caffeine,NR2F6,NR2F6,True
caffeine,ETV3,ETV3,True
caffeine,EVA1A,EVA1A,True
caffeine,EXOC4,EXOC4,True
caffeine,TNF,TNF,True
caffeine,TNFAIP3,TNFAIP3,True
caffeine,TNFSF4,TNFSF4,True
caffeine,NR5A1,NR5A1,True
caffeine,NRIP1,NRIP1,True
caffeine,NSF,NSF,True
caffeine,CYP2E1,CYP2E1,True
caffeine,CYP4B1,CYP4B1,True
caffeine,CYP6A21,CYP6A21,True
caffeine,CYP6D5,CYP6D5,True
caffeine,DAAM1,DAAM1,True
caffeine,DAGLB,DAGLB,True
caffeine,DAPK3,DAPK3,True
caffeine,DBN1,DBN1,True
caffeine,DCAF11,DCAF11,True
caffeine,DCAF5,DCAF5,True
caffeine,DCDC2,DCDC2,True
caffeine,DCP1B,DCP1B,True
caffeine,DCT,DCT,True
caffeine,DCXR,DCXR,True
caffeine,DDRGK1,DDRGK1,True
caffeine,RYR3,RYR3,True
caffeine,DDX17,DDX17,True
caffeine,DDX21,DDX21,True
caffeine,DDX39A,DDX39A,True
caffeine,DDX42,DDX42,True
caffeine,DDX51,DDX51,True
caffeine,DEAF1,DEAF1,True
caffeine,DENND2B,DENND2B,True
caffeine,DENND6A,DENND6A,True
caffeine,DGCR8,DGCR8,True
caffeine,CYP3A4,CYP3A4,True
caffeine,SSH2,SSH2,True
caffeine,STAG1,STAG1,True
caffeine,DGKQ,DGKQ,True
caffeine,DHODH,DHODH,True
caffeine,DHX36,DHX36,True
caffeine,STAR,STAR,True
caffeine,STARD3NL,STARD3NL,True
caffeine,STAT5B,STAT5B,True
caffeine,DIAPH3,DIAPH3,True
caffeine,DIP2B,DIP2B,True
caffeine,DLG1,DLG1,True
caffeine,STBD1,STBD1,True
caffeine,STIM1,STIM1,True
caffeine,STK11IP,STK11IP,True
caffeine,DLGAP5,DLGAP5,True
caffeine,DMTN,DMTN,True
caffeine,DNAJA1,DNAJA1,True
caffeine,STK3,STK3,True
caffeine,STMN1,STMN1,True
caffeine,STRADB,STRADB,True
caffeine,DNAJC12,DNAJC12,True
caffeine,DNM2,DNM2,True
caffeine,DNMT3A,DNMT3A,True
caffeine,STRIP1,STRIP1,True
caffeine,STX10,STX10,True
caffeine,STX4,STX4,True
caffeine,STXBP4,STXBP4,True
caffeine,SUDS3,SUDS3,True
caffeine,SULT1A1,SULT1A1,True
caffeine,DNTTIP2,DNTTIP2,True
caffeine,DOCK7,DOCK7,True
caffeine,DOP1A,DOP1A,True
caffeine,DPM1,DPM1,True
caffeine,DR1,DR1,True
caffeine,SUN2,SUN2,True
caffeine,SUPT7L,SUPT7L,True
caffeine,OGG1,OGG1,True
caffeine,DSC2,DSC2,True
caffeine,DTL,DTL,True
caffeine,DTX4,DTX4,True
caffeine,SYAP1,SYAP1,True
caffeine,SYNE1,SYNE1,True
caffeine,SYNPO,SYNPO,True
caffeine,Ecto-5'-nucleotidase (CD73),ecto 5 nucleotidase,False
caffeine,SLC38A7,SLC38A7,True
caffeine,SLC43A1,SLC43A1,True
caffeine,SLC4A2,SLC4A2,True
caffeine,SLC5A8,SLC5A8,True
caffeine,SLC6A15,SLC6A15,True
caffeine,SLC7A6OS,SLC7A6OS,True
caffeine,SLC9A8,SLC9A8,True
caffeine,SLCO4C1,SLCO4C1,True
caffeine,SLTM,SLTM,True
caffeine,SLX9,SLX9,True
caffeine,SMAD3,SMAD3,True
caffeine,SMARCA2,SMARCA2,True
caffeine,Adenosine A1 receptor (ADORA1),adenosine a1 receptor,False
caffeine,SMARCA4,SMARCA4,True
caffeine,SMARCC1,SMARCC1,True
caffeine,SMC3,SMC3,True
caffeine,SMG1,SMG1,True
caffeine,SMIM1,SMIM1,True
caffeine,SMPD3,SMPD3,True
caffeine,SNAP23,SNAP23,True
caffeine,SND1,SND1,True
caffeine,SNRNP40,SNRNP40,True
caffeine,SNRPA1,SNRPA1,True
caffeine,SNTB2,SNTB2,True
caffeine,SNX1,SNX1,True
caffeine,SNX2,SNX2,True
caffeine,SNX8,SNX8,True
caffeine,SOD1,SOD1,True
caffeine,SOD2,SOD2,True
caffeine,SORBS3,SORBS3,True
caffeine,SOWAHA,SOWAHA,True
caffeine,SOX9,SOX9,True
caffeine,SP100,SP100,True
caffeine,SP5,SP5,True
caffeine,SPAG7,SPAG7,True
caffeine,SPATA18,SPATA18,True
caffeine,SPEN,SPEN,True
caffeine,SPIRE1,SPIRE1,True
caffeine,SPP1,SPP1,True
caffeine,SPRY1,SPRY1,True
caffeine,SPTBN1,SPTBN1,True
caffeine,SQSTM1,SQSTM1,True
caffeine,SQSTM1,SQSTM1,True
caffeine,SRARP,SRARP,True
caffeine,SRCIN1,SRCIN1,True
caffeine,SREK1IP1,SREK1IP1,True
caffeine,SRGAP2,SRGAP2,True
caffeine,SRPK1,SRPK1,True
caffeine,SRRM2,SRRM2,True
caffeine,SRSF2,SRSF2,True
caffeine,RYR1,RYR1,True
caffeine,RYR1,RYR1,True
caffeine,RYR3,RYR3,True
caffeine,SACS,SACS,True
caffeine,SAMD1,SAMD1,True
caffeine,SAP130,SAP130,True
caffeine,SART3,SART3,True
caffeine,SBNO1,SBNO1,True
caffeine,SCAF8,SCAF8,True
caffeine,SCAND1,SCAND1,True
caffeine,SCARB1,SCARB1,True
caffeine,SCCPDH,SCCPDH,True
caffeine,SCFD1,SCFD1,True
caffeine,SCN9A,SCN9A,True
caffeine,SDCBP,SDCBP,True
caffeine,SEC16A,SEC16A,True
caffeine,SEC31A,SEC31A,True
caffeine,SELENON,SELENON,True
caffeine,SEMA6B,SEMA6B,True
caffeine,SENP6,SENP6,True
caffeine,SERBP1,SERBP1,True
caffeine,SERPINA1,SERPINA1,True
caffeine,SERTAD4-AS1,sertad4 as1,False
caffeine,SETD2,SETD2,True
caffeine,SETDB1,SETDB1,True
caffeine,SF3A1,SF3A1,True
caffeine,SFPQ,SFPQ,True
caffeine,SFSWAP,SFSWAP,True
caffeine,SGPP1,SGPP1,True
caffeine,SH2D3A,SH2D3A,True
caffeine,SH3GL1,SH3GL1,True
caffeine,SH3PXD2B,SH3PXD2B,True
caffeine,SHLD1,SHLD1,True
caffeine,SIAH2,SIAH2,True
caffeine,SIPA1,SIPA1,True
caffeine,SIRT1,SIRT1,True
caffeine,SIRT3,SIRT3,True
caffeine,SKI,SKI,True
caffeine,SLA2,SLA2,True
caffeine,SLC12A6,SLC12A6,True
caffeine,SLC16A6,SLC16A6,True
caffeine,SLC19A2,SLC19A2,True
caffeine,SLC20A2,SLC20A2,True
caffeine,SLC22A17,SLC22A17,True
caffeine,SLC25A46,SLC25A46,True
caffeine,SLC2A1,SLC2A1,True
caffeine,SLC30A1,SLC30A1,True
caffeine,SLC35F6,SLC35F6,True
caffeine,SLC38A3,SLC38A3,True
caffeine,LPAR2,LPAR2,True
caffeine,PHF8,PHF8,True
caffeine,PHLDA3,PHLDA3,True
caffeine,PHLPP1,PHLPP1,True
caffeine,DUSP11,DUSP11,True
caffeine,DVL2,DVL2,True
caffeine,DYNC1LI1,DYNC1LI1,True
caffeine,SYT10,SYT10,True
caffeine,SZT2,SZT2,True
caffeine,TACC2,TACC2,True
caffeine,PHRF1,PHRF1,True
caffeine,PI4KA,PI4KA,True
caffeine,PIDD1,PIDD1,True
caffeine,DZIP3,DZIP3,True
caffeine,E2F8,E2F8,True
caffeine,EBP,EBP,True
caffeine,TAF2,TAF2,True
caffeine,TAF6L,TAF6L,True
caffeine,PIGG,PIGG,True
caffeine,PIMREG,PIMREG,True
caffeine,PIP5K1C,PIP5K1C,True
caffeine,ECE2,ECE2,True
caffeine,ECT2,ECT2,True
caffeine,EEA1,EEA1,True
caffeine,TAOK1,TAOK1,True
caffeine,TARDBP,TARDBP,True
caffeine,PIP5K1C,PIP5K1C,True
caffeine,PJA2,PJA2,True
caffeine,PKN1,PKN1,True
caffeine,TAX1BP3,TAX1BP3,True
caffeine,TBC1D22A,TBC1D22A,True
caffeine,TBC1D4,TBC1D4,True
caffeine,EEF1B2,EEF1B2,True
caffeine,EEF2,EEF2,True
caffeine,PKP4,PKP4,True
caffeine,PLCB3,PLCB3,True
caffeine,TBC1D9B,TBC1D9B,True
caffeine,TBRG1,TBRG1,True
caffeine,TCEA1,TCEA1,True
caffeine,EFEMP2A,EFEMP2A,True
caffeine,EFR3A,EFR3A,True
caffeine,EGR1,EGR1,True
caffeine,PLEC,PLEC,True
caffeine,PLEKHA3,PLEKHA3,True
caffeine,PLEKHA7,PLEKHA7,True
caffeine,PLEKHO2,PLEKHO2,True
caffeine,PLK1,PLK1,True
caffeine,PLPP7,PLPP7,True
caffeine,TCEA3,TCEA3,True
caffeine,TCF20,TCF20,True
caffeine,TCP1,TCP1,True
caffeine,EHBP1,EHBP1,True
caffeine,EHD2,EHD2,True
caffeine,EI24,EI24,True
caffeine,PLS3,PLS3,True
caffeine,PMPCB,PMPCB,True
caffeine,EIF1B,EIF1B,True
caffeine,EIF2AK4,EIF2AK4,True
caffeine,PNP,PNP,True
caffeine,EIF3B,EIF3B,True
caffeine,TDRD7,TDRD7,True
caffeine,TEPSIN,TEPSIN,True
caffeine,POF1B,POF1B,True
caffeine,POLI,POLI,True
caffeine,POLR1F,POLR1F,True
caffeine,EIF3F,EIF3F,True
caffeine,EIF3K,EIF3K,True
caffeine,EIF4B,EIF4B,True
caffeine,TFAP4,TFAP4,True
caffeine,TFG,TFG,True
caffeine,TFRC,TFRC,True
caffeine,POLR3D,POLR3D,True
caffeine,POP1,POP1,True
caffeine,POTEKP,POTEKP,True
caffeine,EIF4EBP1,EIF4EBP1,True
caffeine,EIF4H,EIF4H,True
caffeine,TGFB1,TGFB1,True
caffeine,TGIF2,TGIF2,True
caffeine,TH,TH,True
caffeine,PPARA,PPARA,True
caffeine,PPARGC1A,PPARGC1A,True
caffeine,EIF5B,EIF5B,True
caffeine,PPFIBP1,PPFIBP1,True
caffeine,ELAVL1,ELAVL1,True
caffeine,ELL,ELL,True
caffeine,THOC5,THOC5,True
caffeine,THSD7B,THSD7B,True
caffeine,PPIAL4G,PPIAL4G,True
caffeine,PPIP5K1,PPIP5K1,True
caffeine,ELOA,ELOA,True
caffeine,PPM1F,PPM1F,True
caffeine,EMC6,EMC6,True
caffeine,EML4,EML4,True
caffeine,TIMM8A,TIMM8A,True
caffeine,TJP2,TJP2,True
caffeine,TLE2,TLE2,True
caffeine,ENO1,ENO1,True
caffeine,ENPP1,ENPP1,True
caffeine,EPB41L1,EPB41L1,True
caffeine,PPP1R10,PPP1R10,True
caffeine,PPP1R13B,PPP1R13B,True
caffeine,TLK1,TLK1,True
caffeine,TM9SF1,TM9SF1,True
caffeine,TMCC2,TMCC2,True
caffeine,PPP1R2,PPP1R2,True
caffeine,PPP1R7,PPP1R7,True
caffeine,PPP2R5D,PPP2R5D,True
caffeine,EPB41L4B,EPB41L4B,True
caffeine,EPD,EPD,True
caffeine,EPHB4,EPHB4,True
caffeine,TMEM102,TMEM102,True
caffeine,TMEM132A,TMEM132A,True
caffeine,TMEM209,TMEM209,True
caffeine,EPPK1,EPPK1,True
caffeine,EPS8,EPS8,True
caffeine,ERBB2,ERBB2,True
caffeine,PPP4R3A,PPP4R3A,True
caffeine,PPRC1,PPRC1,True
caffeine,PRDM2,PRDM2,True
caffeine,TMEM222,TMEM222,True
caffeine,TMEM40,TMEM40,True
caffeine,TMEM69,TMEM69,True
caffeine,ERC1,ERC1,True
caffeine,ERCC6L,ERCC6L,True
caffeine,ERP44,ERP44,True
caffeine,PRELID1,PRELID1,True
caffeine,PRIMPOL,PRIMPOL,True
caffeine,PRKAA2,PRKAA2,True
caffeine,ES2,ES2,True
caffeine,ESF1,ESF1,True
caffeine,ESS2,ESS2,True
caffeine,TMEM97,TMEM97,True
caffeine,TMPO,TMPO,True
caffeine,TMX1,TMX1,True
caffeine,PRKACA,PRKACA,True
caffeine,PRKAR1B,PRKAR1B,True
caffeine,PRKCSH,PRKCSH,True
caffeine,ESYT2,ESYT2,True
caffeine,ETV5,ETV5,True
caffeine,EXOC1,EXOC1,True
caffeine,TNF,TNF,True
caffeine,TNFRSF19,TNFRSF19,True
caffeine,PRKDC,PRKDC,True
caffeine,PRKRA,PRKRA,True
caffeine,PROM1,PROM1,True
caffeine,EYA1,EYA1,True
caffeine,F11R,F11R,True
caffeine,FAM107B,FAM107B,True
caffeine,TNIP2,TNIP2,True
caffeine,TNKS2,TNKS2,True
caffeine,TNRC6C,TNRC6C,True
caffeine,FAM120A,FAM120A,True
caffeine,FAM169A,FAM169A,True
caffeine,TOE1,TOE1,True
caffeine,TOMM6,TOMM6,True
caffeine,TOP2B,TOP2B,True
caffeine,FAM219B,FAM219B,True
caffeine,FAM76B,FAM76B,True
caffeine,FAM8A1,FAM8A1,True
caffeine,TOR1AIP2,TOR1AIP2,True
caffeine,TP53,TP53,True
caffeine,TP53,TP53,True
caffeine,TP53,TP53,True
caffeine,TP53,TP53,True
caffeine,FARP1,FARP1,True
caffeine,FAS,FAS,True
caffeine,TP53BP2,TP53BP2,True
caffeine,TPH2,TPH2,True
caffeine,FASTKD2,FASTKD2,True
caffeine,FBH1,FBH1,True
caffeine,FBXL13,FBXL13,True
caffeine,TPP2,TPP2,True
caffeine,TPX2,TPX2,True
caffeine,TRAIP,TRAIP,True
caffeine,FBXO11,FBXO11,True
caffeine,FCHO2,FCHO2,True
caffeine,FDFT1,FDFT1,True
caffeine,TRIM24,TRIM24,True
caffeine,TRIM32,TRIM32,True
caffeine,FER,FER,True
caffeine,FGD1,FGD1,True
caffeine,TRIM47,TRIM47,True
caffeine,TRIOBP,TRIOBP,True
caffeine,TRIT1,TRIT1,True
caffeine,FGFR4,FGFR4,True
caffeine,FHL1,FHL1,True
caffeine,FKBP15,FKBP15,True
caffeine,TRMT1L,TRMT1L,True
caffeine,TRP53,TRP53,True
caffeine,TRUB1,TRUB1,True
caffeine,TSC22D4,TSC22D4,True
caffeine,TTBK1,TTBK1,True
caffeine,FKBP5,FKBP5,True
caffeine,FLOT2,FLOT2,True
caffeine,FMNL2,FMNL2,True
caffeine,TTC4,TTC4,True
caffeine,TTYH3,TTYH3,True
caffeine,TVP23C,TVP23C,True
caffeine,FNDC3A,FNDC3A,True
caffeine,FOS,FOS,True
caffeine,FOXJ2,FOXJ2,True
caffeine,TXNRD1,TXNRD1,True
caffeine,TYW3,TYW3,True
caffeine,UACA,UACA,True
caffeine,FOXM1,FOXM1,True
caffeine,FRAS1,FRAS1,True
caffeine,FRMPD3,FRMPD3,True
caffeine,UBA5,UBA5,True
caffeine,UBAP2L,UBAP2L,True
caffeine,UBE4B,UBE4B,True
caffeine,UBQLN4,UBQLN4,True
caffeine,FTSJ3,FTSJ3,True
caffeine,FUT8,FUT8,True
caffeine,FXYD3,FXYD3,True
caffeine,UBXN2B,UBXN2B,True
caffeine,UCHL1,UCHL1,True
caffeine,UGDH,UGDH,True
caffeine,FYN,FYN,True
caffeine,G3BP1,G3BP1,True
caffeine,GAB2,GAB2,True
caffeine,UGT1A1,UGT1A1,True
caffeine,ULBP2,ULBP2,True
caffeine,UNC13B,UNC13B,True
caffeine,GAPDH,GAPDH,True
caffeine,GARNL3,GARNL3,True
caffeine,UNCX,UNCX,True
caffeine,UPF3A,UPF3A,True
caffeine,URI1,URI1,True
caffeine,GATAD2A,GATAD2A,True
caffeine,GCH2,GCH2,True
caffeine,USO1,USO1,True
caffeine,USP15,USP15,True
caffeine,USP32,USP32,True
caffeine,PROSER1,PROSER1,True
caffeine,PRP4K,PRP4K,True
caffeine,PRPF40A,PRPF40A,True
caffeine,CYP2D6,CYP2D6,True
caffeine,CYP4AE1,CYP4AE1,True
caffeine,CYP6A2,CYP6A2,True
caffeine,PRR11,PRR11,True
caffeine,PRR5,PRR5,True
caffeine,CYP6D4,CYP6D4,True
caffeine,CYP7B1,CYP7B1,True
caffeine,DAD1,DAD1,True
caffeine,PSMA2,PSMA2,True
caffeine,PSMA6,PSMA6,True
caffeine,PSMD4,PSMD4,True
caffeine,DALRD3,DALRD3,True
caffeine,PS-MODR4,ps modr4,False
caffeine,DBF4,DBF4,True
caffeine,PTDSS2,PTDSS2,True
caffeine,DCAF10,DCAF10,True
caffeine,PTGFRN,PTGFRN,True
caffeine,PTGS2,PTGS2,True
caffeine,PTOV1,PTOV1,True
caffeine,DCAF15,DCAF15,True
caffeine,DCBLD2,DCBLD2,True
caffeine,DCP1A,DCP1A,True
caffeine,PTPN12,PTPN12,True
caffeine,PTPN23,PTPN23,True
caffeine,PTPRA,PTPRA,True
caffeine,DCT,DCT,True
caffeine,DCTPP1,DCTPP1,True
caffeine,DDR1,DDR1,True
caffeine,PTTG1IP,PTTG1IP,True
caffeine,PURB,PURB,True
caffeine,DDX20,DDX20,True
caffeine,DDX39A,DDX39A,True
caffeine,PWWP2B,PWWP2B,True
caffeine,PYGM,PYGM,True
caffeine,QRFPR,QRFPR,True
caffeine,DDX41,DDX41,True
caffeine,DDX5,DDX5,True
caffeine,DDX59,DDX59,True
caffeine,QSER1,QSER1,True
caffeine,R3HDM2,R3HDM2,True
caffeine,RAB11FIP5,RAB11FIP5,True
caffeine,DENND1A,DENND1A,True
caffeine,DENND5B,DENND5B,True
caffeine,DGAT1,DGAT1,True
caffeine,RAB3GAP2,RAB3GAP2,True
caffeine,RAB42,RAB42,True
caffeine,CYP1A2,CYP1A2,True
caffeine,SSH1,SSH1,True
caffeine,ST13,ST13,True
caffeine,STAR,STAR,True
caffeine,DHCR7,DHCR7,True
caffeine,DHX30,DHX30,True
caffeine,RAB6A,RAB6A,True
caffeine,RAB9A,RAB9A,True
caffeine,RABGEF1,RABGEF1,True
caffeine,STARD13,STARD13,True
caffeine,STAT3,STAT3,True
caffeine,RAC2,RAC2,True
caffeine,RAD18,RAD18,True
caffeine,RAD50,RAD50,True
caffeine,DIP2A,DIP2A,True
caffeine,DLC1,DLC1,True
caffeine,STAU2,STAU2,True
caffeine,STIM1,STIM1,True
caffeine,STK10,STK10,True
caffeine,RAI1,RAI1,True
caffeine,RALGAPA2,RALGAPA2,True
caffeine,DMD,DMD,True
caffeine,DMXL2,DMXL2,True
caffeine,STK17B,STK17B,True
caffeine,STK39,STK39,True
caffeine,STOX2,STOX2,True
caffeine,RALGPS2,RALGPS2,True
caffeine,RANBP2,RANBP2,True
caffeine,RAP1GAP,RAP1GAP,True
caffeine,DNAJB9,DNAJB9,True
caffeine,DNAJC5,DNAJC5,True
caffeine,DNMT1,DNMT1,True
caffeine,STT3B,STT3B,True
caffeine,STX17,STX17,True
caffeine,RAPGEF6,RAPGEF6,True
caffeine,RASAL2,RASAL2,True
caffeine,RB1,RB1,True
caffeine,STX8,STX8,True
caffeine,SUCO,SUCO,True
caffeine,SUGT1,SUGT1,True
caffeine,DNMT3B,DNMT3B,True
caffeine,DOCK5,DOCK5,True
caffeine,DONSON,DONSON,True
caffeine,RBBP6,RBBP6,True
caffeine,RBFOX2,RBFOX2,True
caffeine,DPF2,DPF2,True
caffeine,DPYSL2,DPYSL2,True
caffeine,SULT2A1,SULT2A1,True
caffeine,SUPT6H,SUPT6H,True
caffeine,SUZ12,SUZ12,True
caffeine,AR,AR,True
caffeine,RBM12,RBM12,True
caffeine,RBM15B,RBM15B,True
caffeine,RBM3,RBM3,True
caffeine,DRD2,DRD2,True
caffeine,DTD1,DTD1,True
caffeine,DTX3L,DTX3L,True
caffeine,SVIL,SVIL,True
caffeine,SYNCRIP,SYNCRIP,True
caffeine,SYNJ2,SYNJ2,True
caffeine,RBM34,RBM34,True
caffeine,RBM5,RBM5,True
caffeine,RBMS1,RBMS1,True
caffeine,EXOC7,EXOC7,True
caffeine,EZR,EZR,True
caffeine,FADD,FADD,True
caffeine,PHIP,PHIP,True
caffeine,PHLDB1,PHLDB1,True
caffeine,TNKS1BP1,TNKS1BP1,True
caffeine,TNRC6B,TNRC6B,True
caffeine,PHTF1,PHTF1,True
caffeine,PI4KB,PI4KB,True
caffeine,PIDD1,PIDD1,True
caffeine,FAM117B,FAM117B,True
caffeine,FAM168B,FAM168B,True
caffeine,FAM184A,FAM184A,True
caffeine,TNS3,TNS3,True
caffeine,TOMM20,TOMM20,True
caffeine,TOP2A,TOP2A,True
caffeine,PIH1D1,PIH1D1,True
caffeine,PINX1,PINX1,True
caffeine,FAM193A,FAM193A,True
caffeine,FAM76A,FAM76A,True
caffeine,FAM83H,FAM83H,True
caffeine,TOR1AIP1,TOR1AIP1,True
caffeine,TP53,TP53,True
caffeine,PITPNC1,PITPNC1,True
caffeine,PKD1,PKD1,True
caffeine,PKN2,PKN2,True
caffeine,TP53,TP53,True
caffeine,TP53,TP53,True
caffeine,TP53,TP53,True
caffeine,FANCM,FANCM,True
caffeine,FAS,FAS,True
caffeine,FASN,FASN,True
caffeine,PLA2G12A,PLA2G12A,True
caffeine,PLCD3,PLCD3,True
caffeine,TP53BP1,TP53BP1,True
caffeine,TPD52L2,TPD52L2,True
caffeine,TPM3,TPM3,True
caffeine,PLEC,PLEC,True
caffeine,PLEKHA4,PLEKHA4,True
caffeine,PLEKHG2,PLEKHG2,True
caffeine,FASN,FASN,True
caffeine,FAU,FAU,True
caffeine,FBXL12,FBXL12,True
caffeine,TPRN,TPRN,True
caffeine,TRAFD1,TRAFD1,True
caffeine,PLG,PLG,True
caffeine,PLLP,PLLP,True
caffeine,FBXL20,FBXL20,True
caffeine,FBXW11,FBXW11,True
caffeine,FCSK,FCSK,True
caffeine,TRIM2,TRIM2,True
caffeine,TRIM28,TRIM28,True
caffeine,TRIM37,TRIM37,True
caffeine,PLXND1,PLXND1,True
caffeine,PNISR,PNISR,True
caffeine,PNPLA6,PNPLA6,True
caffeine,POGZ,POGZ,True
caffeine,POLL,POLL,True
caffeine,FDX1,FDX1,True
caffeine,FES,FES,True
caffeine,FGF17,FGF17,True
caffeine,TRIO,TRIO,True
caffeine,TRIP12,TRIP12,True
caffeine,POM121,POM121,True
caffeine,POR,POR,True
caffeine,POU2F1,POU2F1,True
caffeine,FGFR3,FGFR3,True
caffeine,FHIP2B,FHIP2B,True
caffeine,FIP1L1,FIP1L1,True
caffeine,TRP53,TRP53,True
caffeine,TRRAP,TRRAP,True
caffeine,PPARA,PPARA,True
caffeine,TSC22D1,TSC22D1,True
caffeine,PPFIA1,PPFIA1,True
caffeine,PPFIBP2,PPFIBP2,True
caffeine,TSPAN14,TSPAN14,True
caffeine,TTC28,TTC28,True
caffeine,FLNB,FLNB,True
caffeine,FLYWCH2,FLYWCH2,True
caffeine,PPID,PPID,True
caffeine,PPIP5K2,PPIP5K2,True
caffeine,TTN,TTN,True
caffeine,PPM1H,PPM1H,True
caffeine,TUBB8,TUBB8,True
caffeine,FNIP2,FNIP2,True
caffeine,FOXA2,FOXA2,True
caffeine,TXNDC17,TXNDC17,True
caffeine,TYRO3,TYRO3,True
caffeine,U2SURP,U2SURP,True
caffeine,PPME1,PPME1,True
caffeine,PPP1R11,PPP1R11,True
caffeine,PPP1R13L,PPP1R13L,True
caffeine,FRA10AC1,FRA10AC1,True
caffeine,FRMD8,FRMD8,True
caffeine,UBA1,UBA1,True
caffeine,UBAP2,UBAP2,True
caffeine,UBE2D2,UBE2D2,True
caffeine,PPP1R21,PPP1R21,True
caffeine,PPP1R9A,PPP1R9A,True
caffeine,PPP2R5E,PPP2R5E,True
caffeine,UBE3B,UBE3B,True
caffeine,UBP1,UBP1,True
caffeine,UBR4,UBR4,True
caffeine,FTSJ1,FTSJ1,True
caffeine,FUS,FUS,True
caffeine,FXYD1,FXYD1,True
caffeine,PPP4R3B,PPP4R3B,True
caffeine,PQBP1,PQBP1,True
caffeine,PRDM4,PRDM4,True
caffeine,UBR7,UBR7,True
caffeine,UBXN7,UBXN7,True
caffeine,UFD1,UFD1,True
caffeine,FZD6,FZD6,True
caffeine,GAB1,GAB1,True
caffeine,PRELID3B,PRELID3B,True
caffeine,PRKAA1,PRKAA1,True
caffeine,PRKAB1,PRKAB1,True
caffeine,UIMC1,UIMC1,True
caffeine,ULK3,ULK3,True
caffeine,GANAB,GANAB,True
caffeine,GAREM1,GAREM1,True
caffeine,GAS2L1,GAS2L1,True
caffeine,PRKACA,PRKACA,True
caffeine,PRKAR2A,PRKAR2A,True
caffeine,PRKCZ,PRKCZ,True
caffeine,UNC80,UNC80,True
caffeine,UPF1,UPF1,True
caffeine,UQCRC2,UQCRC2,True
caffeine,GATA2,GATA2,True
caffeine,GCFC2,GCFC2,True
caffeine,GDF10,GDF10,True
caffeine,PRKDC,PRKDC,True
caffeine,PRL2C3,PRL2C3,True
caffeine,PRORSD1,PRORSD1,True
caffeine,USP11,USP11,True
caffeine,USP31,USP31,True
caffeine,NSUN2,NSUN2,True
caffeine,NUBP1,NUBP1,True
caffeine,NUFIP2,NUFIP2,True
caffeine,NUMA1,NUMA1,True
caffeine,NUP188,NUP188,True
caffeine,NUP35,NUP35,True
caffeine,NUP62,NUP62,True
caffeine,NUSAP1,NUSAP1,True
caffeine,OBI1,OBI1,True
caffeine,OFD1,OFD1,True
caffeine,OIP5,OIP5,True
caffeine,ORC1,ORC1,True
caffeine,ORM2,ORM2,True
caffeine,OSBPL3,OSBPL3,True
caffeine,OSMR,OSMR,True
caffeine,OTUD4,OTUD4,True
caffeine,OXSR1,OXSR1,True
caffeine,PABIR1,PABIR1,True
caffeine,PACS1,PACS1,True
caffeine,PAH,PAH,True
caffeine,PAK1,PAK1,True
caffeine,PAK2,PAK2,True
caffeine,PALB2,PALB2,True
caffeine,PAN2,PAN2,True
caffeine,PANK2,PANK2,True
caffeine,PARD3,PARD3,True
caffeine,PARP1,PARP1,True
caffeine,PARP1,PARP1,True
caffeine,PARP12,PARP12,True
caffeine,PATJ,PATJ,True
caffeine,PAXBP1,PAXBP1,True
caffeine,PCARE,PCARE,True
caffeine,PCDHB5,PCDHB5,True
caffeine,PCF11,PCF11,True
caffeine,PCM1,PCM1,True
caffeine,PCNX1,PCNX1,True
caffeine,PCSK9,PCSK9,True
caffeine,PDAP1,PDAP1,True
caffeine,PDE3B,PDE3B,True
caffeine,PDHX,PDHX,True
caffeine,PDLIM1,PDLIM1,True
caffeine,PDPK1,PDPK1,True
caffeine,PDXDC1,PDXDC1,True
caffeine,PEBP1,PEBP1,True
caffeine,PEX1,PEX1,True
caffeine,PFKFB2,PFKFB2,True
caffeine,PFKP,PFKP,True
caffeine,PGBD3,PGBD3,True
caffeine,PGF,PGF,True
caffeine,PGM1,PGM1,True
