compound,geneid,symbol,description,uniprot_accession,uniprot_accessions,cid
caffeine,5997,RGS2,regulator of G protein signaling 2,P41220,P41220,2519
caffeine,84870,RSPO3,R-spondin 3,Q9BXY4,Q9BXY4,2519
caffeine,26054,SENP6,SUMO specific peptidase 6,Q9GZR1,Q9GZR1;B3KMM0;F8W6D9,2519
caffeine,20909,STX4A,syntaxin 4A (placental),P70452,P70452,2519
caffeine,6387,CXCL12,C-X-C motif chemokine ligand 12,P48061,P48061,2519
caffeine,794315,AND1,actinodin1,E7F5V5,E7F5V5,2519
caffeine,58081,BAXA,"BCL2 associated X, apoptosis regulator a",Q9I9N4,Q9I9N4,2519
caffeine,154043,CNKSR3,CNKSR family member 3,Q6P9H4,Q6P9H4;A0A5H1ZRR2,2519
caffeine,23019,CNOT1,CCR4-NOT transcription complex subunit 1,A5YKK6,A5YKK6,2519
caffeine,79832,QSER1,glutamine and serine rich 1,Q2KHR3,Q2KHR3;A0A3B3IRW6;B3KWV1,2519
caffeine,22864,R3HDM2,R3H domain containing 2,Q9Y2K5,Q9Y2K5;A0A0U1RRA6;B5MCG9;B5MCU0,2519
caffeine,26056,RAB11FIP5,RAB11 family interacting protein 5,Q9BXF6,Q9BXF6;A0A1B0GTL5,2519
caffeine,8161,COIL,coilin,P38432,P38432,2519
caffeine,22820,COPG1,coat protein complex I subunit gamma 1,Q9Y678,Q9Y678,2519
caffeine,93343,MVB12A,multivesicular body subunit 12A,Q96EY5,Q96EY5,2519
caffeine,4605,MYBL2,MYB proto-oncogene like 2,P10244,P10244,2519
caffeine,4627,MYH9,myosin heavy chain 9,P35579,P35579,2519
caffeine,84932,RAB2B,"RAB2B, member RAS oncogene family",Q8WUD1,Q8WUD1;B4DUD4,2519
caffeine,115273,RAB42,"RAB42, member RAS oncogene family",Q8N4Z0,Q8N4Z0,2519
caffeine,53981,CPSF2,cleavage and polyadenylation specific factor 2,Q9P2I0,Q9P2I0,2519
caffeine,79869,CPSF7,cleavage and polyadenylation specific factor 7,Q8N684,Q8N684;B4DGF8,2519
caffeine,64764,CREB3L2,cAMP responsive element binding protein 3 like 2,Q70SY1,Q70SY1,2519
caffeine,399687,MYO18A,myosin XVIIIA,Q92614,Q92614;A0A994J771;Q9NYE8,2519
caffeine,4644,MYO5A,myosin VA,Q9Y4I1,Q9Y4I1;A0A8I5KTF1;A0A8J8YWI7;A8CDT9;Q9UES4,2519
caffeine,4649,MYO9A,myosin IXA,B2RTY4,B2RTY4,2519
caffeine,9367,RAB9A,"RAB9A, member RAS oncogene family",P51151,P51151,2519
caffeine,55684,RABL6,"RAB, member RAS oncogene family like 6",Q3YEC7,Q3YEC7,2519
caffeine,56852,RAD18,RAD18 E3 ubiquitin protein ligase,Q9NS91,Q9NS91,2519
caffeine,8897,MTMR3,myotubularin related protein 3,Q13615,Q13615,2519
caffeine,57509,MTUS1,microtubule associated scaffold protein 1,Q9ULD2,Q9ULD2,2519
caffeine,79848,CSPP1,centrosome and spindle pole associated protein 1,Q1MSJ5,Q1MSJ5;A0A6Q8PF96;A0A6Q8PGS3;A0A6Q8PHN8;A0A7I2PHE7;A0A7I2V3Z9;A0A7I2V4R5;A0A7I2V5J9;A0A7I2V5L8;A0A7I2V5N5;A0A7I2V5W3;A0A7I2YQH9;Q9H688,2519
caffeine,10664,CTCF,CCCTC-binding factor,P49711,P49711;A0A2R8YFL0,2519
caffeine,8727,CTNNAL1,catenin alpha like 1,Q9UBT7,Q9UBT7;B3KMX6,2519
caffeine,9683,N4BP1,NEDD4 binding protein 1,O75113,O75113,2519
caffeine,4665,NAB2,NGFI-A binding protein 2,Q15742,Q15742,2519
caffeine,4673,NAP1L1,nucleosome assembly protein 1 like 1,P55209,P55209;B7Z2V4;F5H4R6;F8W543;Q9H2B0,2519
caffeine,10635,RAD51AP1,RAD51 associated protein 1,Q96B01,Q96B01;B4DUS5;F5H1Y0,2519
caffeine,10928,RALBP1,ralA binding protein 1,Q15311,Q15311,2519
caffeine,8451,CUL4A,cullin 4A,Q13619,Q13619;A0A087WWN2;A0A0A0MR50,2519
caffeine,5901,RAN,"RAN, member RAS oncogene family",P62826,P62826;B4DV51,2519
caffeine,10048,RANBP9,RAN binding protein 9,Q96S59,Q96S59,2519
caffeine,9693,RAPGEF2,Rap guanine nucleotide exchange factor 2,Q9Y4G8,Q9Y4G8;A0A994J7S7,2519
caffeine,9462,RASAL2,RAS protein activator like 2,Q9UJF2,Q9UJF2;A0A8Q3SIU1;A0A8Q3SJF6;A8K2P3,2519
caffeine,5931,RBBP7,"RB binding protein 7, chromatin remodeling factor",Q16576,Q16576;Q6FHQ0,2519
caffeine,5933,RBL1,RB transcriptional corepressor like 1,P28749,P28749,2519
caffeine,10432,RBM14,RNA binding motif protein 14,Q96PK6,Q96PK6;A0A0S2Z4Z0;A0A0S2Z567;A0A0S2Z5V2,2519
caffeine,58517,RBM25,RNA binding motif protein 25,P49756,P49756,2519
caffeine,23029,RBM34,RNA binding motif protein 34,P42696,P42696,2519
caffeine,10181,RBM5,RNA binding motif protein 5,P52756,P52756,2519
caffeine,5937,RBMS1,RNA binding motif single stranded interacting protein 1,P29558,P29558;A0A0S2Z499,2519
caffeine,51634,RBMX2,RNA binding motif protein X-linked 2,Q9Y388,Q9Y388,2519
caffeine,54542,RC3H2,ring finger and CCCH-type domains 2,Q9HBD1,Q9HBD1;A6NHN2,2519
caffeine,9400,RECQL5,RecQ like helicase 5,O94762,O94762;B3KQK2,2519
caffeine,768211,RELL1,RELT like 1,Q8IUW5,Q8IUW5,2519
caffeine,162427,RETREG3,reticulophagy regulator family member 3,Q86VR2,Q86VR2;K7EQI9,2519
caffeine,57109,REXO4,RNA exonuclease 4,Q9GZR2,Q9GZR2;B4DJ95;B4E331,2519
caffeine,359845,RFLNB,refilin B,Q8N5W9,Q8N5W9,2519
caffeine,5994,RFXAP,regulatory factor X associated protein,O00287,O00287,2519
caffeine,653489,RGPD3,RANBP2 like and GRIP domain containing 3,A6NKT7,A6NKT7,2519
caffeine,10287,RGS19,regulator of G protein signaling 19,P49795,P49795;B4DP94,2519
caffeine,646090,RHPN2P1,rhophilin Rho GTPase binding protein 2 pseudogene 1,,,2519
caffeine,55183,RIF1,replication timing regulatory factor 1,Q5UIP0,Q5UIP0,2519
caffeine,126432,RINL,Ras and Rab interactor like,Q6ZS11,Q6ZS11,2519
caffeine,79697,RIOX1,ribosomal oxygenase 1,Q9H6W3,Q9H6W3,2519
caffeine,261734,NPHP4,nephrocystin 4,O75161,O75161;B3KW36,2519
caffeine,10062,NR1H3,nuclear receptor subfamily 1 group H member 3,Q13133,Q13133;B4DXU5;B5MBY7;F1D8N1,2519
caffeine,29982,NRBF2,nuclear receptor binding factor 2,Q96F24,Q96F24,2519
caffeine,4774,NFIA,nuclear factor I A,Q12857,Q12857,2519
caffeine,4791,NFKB2,nuclear factor kappa B subunit 2,Q00653,Q00653,2519
caffeine,4799,NFX1,"nuclear transcription factor, X-box binding 1",Q12986,Q12986,2519
caffeine,9368,NHERF1,NHERF family PDZ scaffold protein 1,O14745,O14745,2519
caffeine,64855,NIBAN2,niban apoptosis regulator 2,Q96TA1,Q96TA1,2519
caffeine,4829,NMBR,neuromedin B receptor,P28336,P28336,2519
caffeine,4836,NMT1,N-myristoyltransferase 1,P30419,P30419,2519
caffeine,79159,NOL12,nucleolar protein 12,Q9UGY1,Q9UGY1,2519
caffeine,9221,NOLC1,nucleolar and coiled-body phosphoprotein 1,Q14978,Q14978;B2RAU8;Q96J17,2519
caffeine,29997,NOP53,NOP53 ribosome biogenesis factor,Q9NZM5,Q9NZM5,2519
caffeine,51070,NOSIP,nitric oxide synthase interacting protein,Q9Y314,Q9Y314;A0A075B6F9,2519
caffeine,23397,NCAPH,non-SMC condensin I complex subunit H,Q15003,Q15003;B4DRG7,2519
caffeine,51517,NCKIPSD,NCK interacting protein with SH3 domain,Q9NZQ3,Q9NZQ3,2519
caffeine,8202,NCOA3,nuclear receptor coactivator 3,Q9Y6Q9,Q9Y6Q9;Q59EE8,2519
caffeine,9612,NCOR2,nuclear receptor corepressor 2,Q9Y618,Q9Y618;C9J0Q5;C9JE98,2519
caffeine,54820,NDE1,nudE neurodevelopment protein 1,Q9NXR1,Q9NXR1;X5DP35;X5DR54,2519
caffeine,57446,NDRG3,NDRG family member 3,Q9UGV2,Q9UGV2;Q5TH30,2519
caffeine,25945,NECTIN3,nectin cell adhesion molecule 3,Q9NQS3,Q9NQS3,2519
caffeine,252969,NEIL2,nei like DNA glycosylase 2,Q969S2,Q969S2,2519
caffeine,10783,NEK6,NIMA related kinase 6,Q9HC98,Q9HC98,2519
caffeine,9147,NEMF,nuclear export mediator factor,O60524,O60524,2519
caffeine,4763,NF1,neurofibromin 1,P21359,P21359,2519
caffeine,4775,NFATC3,nuclear factor of activated T cells 3,Q12968,Q12968;B5B2S0;B5B2S1,2519
caffeine,10152,ABI2,abl interactor 2,Q9NYB9,Q9NYB9;A0A0C4DG21;A0A7D9NKC8;B7Z836;E9PEZ7;F8WAL6,2519
caffeine,84142,ABRAXAS1,"abraxas 1, BRCA1 A complex subunit",Q6UWZ7,Q6UWZ7,2519
caffeine,59272,ACE2,angiotensin converting enzyme 2,Q9BYF1,Q9BYF1;A0A7I2V4H0,2519
caffeine,641371,ACOT1,acyl-CoA thioesterase 1,Q86TX2,Q86TX2;E9KL42,2519
caffeine,345651,ACTBL2,actin beta like 2,Q562R1,Q562R1,2519
caffeine,23266,ADGRL2,adhesion G protein-coupled receptor L2,O95490,O95490;A0A6I8PIV6;A0A6I8PLG0;A0A6I8PTT2;A0A8I5KUX3,2519
caffeine,22848,AAK1,AP2 associated kinase 1,Q2M2I8,Q2M2I8;E9PG46,2519
caffeine,9625,AATK,apoptosis associated tyrosine kinase,Q6ZMQ8,Q6ZMQ8;H7C175,2519
caffeine,4301,AFDN,"afadin, adherens junction formation factor",P55196,P55196;A0A1P7ZIN0;A0A804HJ20;A8MQ02;G1UI22;J3KN01,2519
caffeine,79026,AHNAK,AHNAK nucleoprotein,Q09666,Q09666;B4DTV0;Q9BVU3,2519
caffeine,84962,AJUBA,ajuba LIM protein,Q96IF1,Q96IF1,2519
caffeine,9590,AKAP12,A-kinase anchoring protein 12,Q02952,Q02952;Q86TJ9,2519
caffeine,55122,AKIRIN2,akirin 2,Q53H80,Q53H80;Q9NW35,2519
caffeine,64400,AKTIP,AKT interacting protein,Q9H8T0,Q9H8T0,2519
caffeine,11218,DDX20,DEAD-box helicase 20,Q9UHI6,Q9UHI6;Q9H4N4,2519
caffeine,54890,ALKBH5,"alkB homolog 5, RNA demethylase",Q6P6C2,Q6P6C2,2519
caffeine,139285,AMER1,APC membrane recruitment protein 1,Q5JTC6,Q5JTC6,2519
caffeine,11325,DDX42,DEAD-box helicase 42,Q86XP3,Q86XP3,2519
caffeine,317781,DDX51,DEAD-box helicase 51,Q8N8A6,Q8N8A6,2519
caffeine,10522,DEAF1,DEAF1 transcription factor,O75398,O75398;A0A804HIS1,2519
caffeine,51433,ANAPC5,anaphase promoting complex subunit 5,Q9UJX4,Q9UJX4;F5H0F9,2519
caffeine,54467,ANKIB1,ankyrin repeat and IBR domain containing 1,Q9P2G1,Q9P2G1,2519
caffeine,10260,DENND4A,DENN domain containing 4A,Q7Z401,Q7Z401;A0A0U1RR27;A0A7I2RAZ6;Q05C90,2519
caffeine,9681,DEPDC5,"DEP domain containing 5, GATOR1 subcomplex subunit",O75140,O75140;A0A2R8Y5T1;A0A2R8Y6H3;A0A2R8Y6V4;H0Y770,2519
caffeine,139189,DGKK,diacylglycerol kinase kappa,Q5KSL6,Q5KSL6,2519
caffeine,88455,ANKRD13A,ankyrin repeat domain 13A,Q8IZ07,Q8IZ07;Q3ZTS7;Q9Y5A3,2519
caffeine,57182,ANKRD50,ankyrin repeat domain 50,Q9ULJ7,Q9ULJ7;Q8TB46,2519
caffeine,84168,ANTXR1,ANTXR cell adhesion molecule 1,Q9H6X2,Q9H6X2;H0YC24;Q53FL1;Q96EC6,2519
caffeine,54505,DHX29,DExH-box helicase 29,Q7Z478,Q7Z478,2519
caffeine,23181,DIP2A,DIP2 acetate--CoA ligase A,Q14689,Q14689;A0A494C143;Q96NX2,2519
caffeine,8542,APOL1,apolipoprotein L1,O14791,O14791;B1AH95;Q2KHQ6,2519
caffeine,374407,DNAJB13,DnaJ heat shock protein family (Hsp40) member B13,P59910,P59910,2519
caffeine,27000,DNAJC2,DnaJ heat shock protein family (Hsp40) member C2,Q99543,Q99543,2519
caffeine,9980,DOP1B,DOP1 leucine zipper like protein B,Q9Y3R5,Q9Y3R5,2519
caffeine,91039,DPP9,dipeptidyl peptidase 9,Q86TI2,Q86TI2;M0R2A8,2519
caffeine,51514,DTL,denticleless E3 ubiquitin protein ligase adapter,Q9NZJ0,Q9NZJ0;B4E0E6;F5GZ90,2519
caffeine,56931,DUS3L,dihydrouridine synthase 3 like,Q96G46,Q96G46;B2RDV7,2519
caffeine,51143,DYNC1LI1,dynein cytoplasmic 1 light intermediate chain 1,Q9Y6G9,Q9Y6G9;B3KM42;E9PHI6,2519
caffeine,55840,EAF2,ELL associated factor 2,Q96CJ1,Q96CJ1;B4DWJ3,2519
caffeine,10455,ECI2,enoyl-CoA delta isomerase 2,O75521,O75521;A0A0C4DGA2,2519
caffeine,84081,NSRP1,nuclear speckle splicing regulatory protein 1,Q9H0G5,Q9H0G5;A0A024QZ33;B7ZL27,2519
caffeine,4924,NUCB1,nucleobindin 1,Q02818,Q02818;A8K7Q1,2519
caffeine,4926,NUMA1,nuclear mitotic apparatus protein 1,Q14980,Q14980;Q3SYK8,2519
caffeine,8411,EEA1,early endosome antigen 1,Q15075,Q15075,2519
caffeine,399818,EEF1AKMT2,EEF1A lysine methyltransferase 2,Q5JPI9,Q5JPI9;Q8TC28,2519
caffeine,23511,NUP188,nucleoporin 188,Q5SRE5,Q5SRE5,2519
caffeine,129401,NUP35,nucleoporin 35,Q8NFH5,Q8NFH5,2519
caffeine,9688,NUP93,nucleoporin 93,Q8N1F7,Q8N1F7,2519
caffeine,80820,EEPD1,endonuclease/exonuclease/phosphatase family domain containing 1,Q7L9B9,Q7L9B9,2519
caffeine,51162,EGFL7,EGF like domain multiple 7,Q9UHF1,Q9UHF1,2519
caffeine,254102,EHBP1L1,EH domain binding protein 1 like 1,Q8N3D4,Q8N3D4,2519
caffeine,10482,NXF1,nuclear RNA export factor 1,Q9UBU9,Q9UBU9;Q59E96,2519
caffeine,100506658,OCLN,occludin,Q16625,Q16625;A8K3T2,2519
caffeine,8473,OGT,O-linked N-acetylglucosamine (GlcNAc) transferase,O15294,O15294,2519
caffeine,9451,EIF2AK3,eukaryotic translation initiation factor 2 alpha kinase 3,Q9NZJ5,Q9NZJ5;A0A804HIT4;B3KY45,2519
caffeine,26687,OR4E1,olfactory receptor family 4 subfamily E member 1,P0C645,P0C645,2519
caffeine,114884,OSBPL10,oxysterol binding protein like 10,Q9BXB5,Q9BXB5;Q9NX98,2519
caffeine,114883,OSBPL9,oxysterol binding protein like 9,Q96SU4,Q96SU4;B1AKJ6;B3KW33,2519
caffeine,8943,AP3D1,adaptor related protein complex 3 subunit delta 1,O14617,O14617;A0A8V8TQW4,2519
caffeine,54812,AFTPH,aftiphilin,Q6ULP2,Q6ULP2;A0A8Q3SI61;A0A8Q3SIA4;A0A8Q3WKU6;A0A8Q3WM48;Q53GW0,2519
caffeine,8661,EIF3A,eukaryotic translation initiation factor 3 subunit A,Q14152,Q14152,2519
caffeine,8665,EIF3F,eukaryotic translation initiation factor 3 subunit F,O00303,O00303,2519
caffeine,27335,EIF3K,eukaryotic translation initiation factor 3 subunit K,Q9UBQ5,Q9UBQ5;K7EK53;K7ERF1;U3LUI4,2519
caffeine,28962,OSTM1,osteoclastogenesis associated transmembrane protein 1,Q86WC4,Q86WC4;A0A8V8TNX7;A0A8V8TPT7,2519
caffeine,56957,OTUD7B,OTU deubiquitinase 7B,Q6GQQ9,Q6GQQ9,2519
caffeine,116224,PABIR1,PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1,Q96E09,Q96E09;B3KX07,2519
caffeine,23241,PACS2,phosphofurin acidic cluster sorting protein 2,Q86VP3,Q86VP3,2519
caffeine,10605,PAIP1,poly(A) binding protein interacting protein 1,Q9H074,Q9H074,2519
caffeine,7260,EIPR1,EARP complex and GARP complex interacting protein 1,Q53HC9,Q53HC9;A8MUM1,2519
caffeine,80237,ELL3,elongation factor for RNA polymerase II 3,Q9HB65,Q9HB65,2519
caffeine,342979,PALM3,paralemmin 3,A6NDB9,A6NDB9;A0A590UJ36;K7EKN5,2519
caffeine,80025,PANK2,pantothenate kinase 2,Q9BZ23,Q9BZ23;Q6P1K9,2519
caffeine,56288,PARD3,par-3 family cell polarity regulator,Q8TEW0,Q8TEW0,2519
caffeine,51234,EMC4,ER membrane protein complex subunit 4,Q5J8M3,Q5J8M3;A0A024R9N3;A0A0S2Z598,2519
caffeine,27436,EML4,EMAP like 4,Q9HC35,Q9HC35;B5MBZ0,2519
caffeine,58478,ENOPH1,enolase-phosphatase 1,Q9UHY7,Q9UHY7;D6RA00,2519
caffeine,80314,EPC1,enhancer of polycomb 1,Q9H2F5,Q9H2F5,2519
caffeine,23598,PATZ1,POZ/BTB and AT hook containing zinc finger 1,Q9HBE1,Q9HBE1,2519
caffeine,55872,PBK,PDZ binding kinase,Q96KB5,Q96KB5;V9HWH0,2519
caffeine,5093,PCBP1,poly(rC) binding protein 1,Q15365,Q15365;Q53SS8,2519
caffeine,51585,PCF11,PCF11 cleavage and polyadenylation factor subunit,O94913,O94913;A0A8I5KX04,2519
caffeine,5108,PCM1,pericentriolar material 1,Q15154,Q15154;A0A4W8VX11;A0A5H1ZRS1;A2RUU9;B9EIS5;E9PGW9,2519
caffeine,399909,PCNX3,pecanex 3,Q9H6A9,Q9H6A9,2519
caffeine,5833,PCYT2,"phosphate cytidylyltransferase 2, ethanolamine",Q99447,Q99447;B3KSC8;B7Z4W6;I3L1R7,2519
caffeine,9124,PDLIM1,PDZ and LIM domain 1,O00151,O00151;V9HW92,2519
caffeine,5170,PDPK1,3-phosphoinositide dependent protein kinase 1,O15530,O15530;E9PER6,2519
caffeine,8682,PEA15,proliferation and apoptosis adaptor protein 15,Q15121,Q15121;B1AKZ4;B1AKZ5;Q96FS5,2519
caffeine,5178,PEG3,paternally expressed 3,Q9GZU2,Q9GZU2;A0A3B3IRU6,2519
caffeine,5195,PEX14,peroxisomal biogenesis factor 14,O75381,O75381,2519
caffeine,5214,PFKP,"phosphofructokinase, platelet",Q01813,Q01813;A0A7I2V3Z0;A0A8V8TMY4;B1APP6,2519
caffeine,267004,PGBD3,piggyBac transposable element derived 3,Q8N328,Q8N328,2519
caffeine,150864,FAM117B,family with sequence similarity 117 member B,Q6P1L5,Q6P1L5,2519
caffeine,130074,FAM168B,family with sequence similarity 168 member B,A1KXE4,A1KXE4,2519
caffeine,79632,FAM184A,family with sequence similarity 184 member A,Q8NB25,Q8NB25;H7BY63;Q6P9G8,2519
caffeine,51307,FAM53C,family with sequence similarity 53 member C,Q9NYF3,Q9NYF3,2519
caffeine,157769,FAM91A1,family with sequence similarity 91 member A1,Q658Y4,Q658Y4;B4DUD8;E7ER68,2519
caffeine,10160,FARP1,"FERM, ARH/RhoGEF and pleckstrin domain protein 1",Q9Y4F1,Q9Y4F1;A0A2X0TVY0;C9JME2,2519
caffeine,84893,FBH1,F-box DNA helicase 1,Q8NFZ0,Q8NFZ0;B3KV95;F6UZG9;Q2TAK1,2519
caffeine,84961,FBXL20,F-box and leucine rich repeat protein 20,Q96IG2,Q96IG2;J3KTA1,2519
caffeine,23291,FBXW11,F-box and WD repeat domain containing 11,Q9UKB1,Q9UKB1;B4DH70;E5RGC1,2519
caffeine,11336,EXOC3,exocyst complex component 3,O60645,O60645,2519
caffeine,83641,FAM107B,family with sequence similarity 107 member B,Q9H098,Q9H098,2519
caffeine,64760,FHIP2B,FHF complex subunit HOOK interacting protein 2B,Q86V87,Q86V87,2519
caffeine,114984,FLYWCH2,FLYWCH family member 2,Q96CP2,Q96CP2,2519
caffeine,22862,FNDC3A,fibronectin type III domain containing 3A,Q9Y2H6,Q9Y2H6,2519
caffeine,8061,FOSL1,"FOS like 1, AP-1 transcription factor subunit",P15407,P15407;A0A0S2Z595;E9PKL5;E9PPX2,2519
caffeine,221937,FOXK1,forkhead box K1,P85037,P85037,2519
caffeine,118924,FRA10AC1,FRA10A associated CGG repeat 1,Q70Z53,Q70Z53,2519
caffeine,83786,FRMD8,FERM domain containing 8,Q9BZ67,Q9BZ67;A8K6L3,2519
caffeine,285527,FRYL,FRY like transcription coactivator,O94915,O94915;A0A2C9F2R7;B3KXG5;Q6ZR29,2519
caffeine,8939,FUBP3,far upstream element binding protein 3,Q96I24,Q96I24,2519
caffeine,9513,FXR2,FMR1 autosomal homolog 2,P51116,P51116,2519
caffeine,7855,FZD5,frizzled class receptor 5,Q13467,Q13467,2519
caffeine,23193,GANAB,glucosidase II alpha subunit,Q14697,Q14697;B4DIW2;B4DSM6;B4DZ53;E9PKU7;F5H6X6,2519
caffeine,84253,GARNL3,GTPase activating Rap/RanGAP domain like 3,Q5VVW2,Q5VVW2;B4DH81,2519
caffeine,51313,GASK1B,golgi associated kinase 1B,Q6UWH4,Q6UWH4;Q9NYZ0,2519
caffeine,8729,GBF1,golgi brefeldin A resistant guanine nucleotide exchange factor 1,Q92538,Q92538;A0A669KB10;A0A669KBG8;A0A7I2V2L5;A0A7I2V452;A0A7I2V514;A0A7I2YQ65,2519
caffeine,50628,GEMIN4,gem nuclear organelle associated protein 4,P57678,P57678;I3L2C7;Q8WUM5;Q9HC39,2519
caffeine,26058,GIGYF2,GRB10 interacting GYF protein 2,Q6Y7W6,Q6Y7W6,2519
caffeine,9815,GIT2,GIT ArfGAP 2,Q14161,Q14161;F8VXI9;F8W822;Q6FI58,2519
caffeine,51291,GMIP,GEM interacting protein,Q9P107,Q9P107;A0A024R7N1;B4DLZ1,2519
caffeine,59345,GNB4,G protein subunit beta 4,Q9HAV0,Q9HAV0,2519
caffeine,8443,GNPAT,glyceronephosphate O-acyltransferase,O15228,O15228,2519
caffeine,57120,GOPC,golgi associated PDZ and coiled-coil motif containing,Q9HD26,Q9HD26,2519
caffeine,57678,GPAM,"glycerol-3-phosphate acyltransferase, mitochondrial",Q9HCL2,Q9HCL2;Q8N1G6,2519
caffeine,23131,GPATCH8,G-patch domain containing 8,Q9UKJ3,Q9UKJ3,2519
caffeine,56850,GRIPAP1,GRIP1 associated protein 1,Q4V328,Q4V328,2519
caffeine,83743,GRWD1,glutamate rich WD repeat containing 1,Q9BQ67,Q9BQ67,2519
caffeine,23560,GTPBP4,GTP binding protein 4,Q9BZE4,Q9BZE4;D2CFK9,2519
caffeine,8348,H2BC17,H2B clustered histone 17,P23527,P23527,2519
caffeine,22927,HABP4,hyaluronan binding protein 4,Q5JVS0,Q5JVS0,2519
caffeine,54801,HAUS6,HAUS augmin like complex subunit 6,Q7Z4H7,Q7Z4H7,2519
caffeine,9759,HDAC4,histone deacetylase 4,P56524,P56524;A0A7I2SVS4;B7Z8G5,2519
caffeine,55027,HEATR3,HEAT repeat containing 3,Q7Z4Q2,Q7Z4Q2,2519
caffeine,283450,HECTD4,HECT domain E3 ubiquitin protein ligase 4,A0A804HJX8,A0A804HJX8;F8VWT9,2519
caffeine,220296,HEPACAM,hepatic and glial cell adhesion molecule,Q14CZ8,Q14CZ8;A0A994J4I1,2519
caffeine,9146,HGS,hepatocyte growth factor-regulated tyrosine kinase substrate,O14964,O14964;A0A0S2Z4R4,2519
caffeine,6596,HLTF,helicase like transcription factor,Q14527,Q14527;A0A0C4DGA6;A8K5B6;Q05BZ6,2519
caffeine,10042,HMGXB4,HMG-box containing 4,Q9UGU5,Q9UGU5;Q7Z641,2519
caffeine,84376,HOOK3,hook microtubule tethering protein 3,Q86VS8,Q86VS8,2519
caffeine,64342,HS1BP3,HCLS1 binding protein 3,Q53T59,Q53T59;Q9H7U7,2519
caffeine,664618,HSP90AB4P,"heat shock protein 90 alpha family class B member 4, pseudogene",,,2519
caffeine,84289,ING5,inhibitor of growth family member 5,Q8WYH8,Q8WYH8;A0A1B0GW41,2519
caffeine,26173,INTS1,integrator complex subunit 1,Q8N201,Q8N201,2519
caffeine,25896,INTS7,integrator complex subunit 7,Q9NVH2,Q9NVH2,2519
caffeine,50618,ITSN2,intersectin 2,Q9NZM3,Q9NZM3;A6H8W8,2519
caffeine,9767,JADE3,jade family PHD finger 3,Q92613,Q92613,2519
caffeine,134957,STXBP5,syntaxin binding protein 5,Q5T5C0,Q5T5C0;A0A9L9PXY2;H0Y332,2519
caffeine,51684,SUFU,SUFU negative regulator of hedgehog signaling,Q9UMX1,Q9UMX1;A0A223LX15,2519
caffeine,6822,SULT2A1,sulfotransferase family 2A member 1,Q06520,Q06520;A8K015,2519
caffeine,6830,SUPT6H,"SPT6 homolog, histone chaperone and transcription elongation factor",Q7KZ85,Q7KZ85,2519
caffeine,23512,SUZ12,SUZ12 polycomb repressive complex 2 subunit,Q15022,Q15022;J3QQW9,2519
caffeine,8189,SYMPK,symplekin scaffold protein,Q92797,Q92797,2519
caffeine,8867,SYNJ1,synaptojanin 1,O43426,O43426;A0A0D9SGJ6;B9EGN3;Q05CZ1,2519
caffeine,341359,SYT10,synaptotagmin 10,Q6XYQ8,Q6XYQ8,2519
caffeine,10454,TAB1,TGF-beta activated kinase 1 (MAP3K7) binding protein 1,Q15750,Q15750;A8K6K3,2519
caffeine,10460,TACC3,transforming acidic coiled-coil containing protein 3,Q9Y6A5,Q9Y6A5;A0A087WUE2,2519
caffeine,83860,TAF3,TATA-box binding protein associated factor 3,Q5VWG9,Q5VWG9;A0A8I5KR98,2519
caffeine,6879,TAF7,TATA-box binding protein associated factor 7,Q15545,Q15545,2519
caffeine,85461,TANC1,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1",Q9C0D5,Q9C0D5;B9EK39,2519
caffeine,202018,TAPT1,transmembrane anterior posterior transformation 1,Q6NXT6,Q6NXT6;B4DJJ3,2519
caffeine,54906,TASOR2,transcription activation suppressor family member 2,Q5VWN6,Q5VWN6;A0A2R8YH03;A0A8Q3SI84,2519
caffeine,125058,TBC1D16,TBC1 domain family member 16,Q8TBP0,Q8TBP0,2519
caffeine,55773,TBC1D23,TBC1 domain family member 23,Q9NUY8,Q9NUY8,2519
caffeine,11138,TBC1D8,TBC1 domain family member 8,O95759,O95759;J3KQ40,2519
caffeine,29110,TBK1,TANK binding kinase 1,Q9UHD2,Q9UHD2,2519
caffeine,6926,TBX3,T-box transcription factor 3,O15119,O15119,2519
caffeine,6938,TCF12,transcription factor 12,Q99081,Q99081;F5GY10,2519
caffeine,25853,DCAF12,DDB1 and CUL4 associated factor 12,Q5T6F0,Q5T6F0,2519
caffeine,285761,DCBLD1,"discoidin, CUB and LCCL domain containing 1",Q8N8Z6,Q8N8Z6,2519
caffeine,9937,DCLRE1A,DNA cross-link repair 1A,Q6PJP8,Q6PJP8,2519
caffeine,28988,DBNL,drebrin like,Q9UJU6,Q9UJU6;B4DUF9,2519
caffeine,10540,DCTN2,dynactin subunit 2,Q13561,Q13561;A0A384MDU9;A8K8J9;B3KTX4;V9HW58,2519
caffeine,790918,HSPB11,"heat shock protein, alpha-crystallin-related, b11",A1A607,A1A607,2519
caffeine,436680,LIM2.4,lens intrinsic membrane protein 2.4,Q1L960,Q1L960;Q6DH11,2519
caffeine,4300,MLLT3,MLLT3 super elongation complex subunit,P42568,P42568;A0A0S2Z448,2519
caffeine,447930,MYLPFB,"myosin light chain, phosphorylatable, fast skeletal muscle b",Q66I73,Q66I73,2519
