uniprot_accession,protein_name,pathway,compound
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001448,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001448,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001448,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001448,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001449,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001449,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001449,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001449,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001449,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001449,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001449,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001449,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001450,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001450,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001450,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001450,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001450,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001450,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001450,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001450,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001450,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001450,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001450,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001451,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001451,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001451,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001451,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001451,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001451,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001451,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001451,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001452,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001452,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001452,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001452,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001452,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001452,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001452,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001452,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001452,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001453,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001453,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001453,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001453,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001453,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001453,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001453,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001453,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001453,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001453,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001453,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001453,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001453,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001455,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001455,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001455,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001455,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001455,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001455,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001455,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001455,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001455,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001455,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001455,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001456,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001456,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001456,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001456,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001456,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001456,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001456,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001456,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001456,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001456,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001456,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001457,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001457,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001457,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001457,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001457,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001457,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001457,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001457,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001457,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001457,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001457,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001458,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001458,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001458,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001458,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001458,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001458,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001458,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001458,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001458,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001459,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001459,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001459,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001459,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001459,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001459,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001459,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001459,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001459,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001460,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001460,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001460,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001460,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001460,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001460,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001460,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001460,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001461,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001461,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001461,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001461,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001461,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001461,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001461,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001461,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001462,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001462,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001462,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001462,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001462,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001462,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001462,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001462,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001462,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001463,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001463,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001463,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001463,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001463,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001463,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001463,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001463,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001463,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001464,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001464,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001464,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001464,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001464,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001464,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001464,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001464,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001464,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001464,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001464,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001464,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001464,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001465,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001465,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001465,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001465,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001465,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001465,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001465,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001465,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001465,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001465,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001465,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001465,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001465,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001466,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001466,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001466,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001466,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001466,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001466,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001466,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001466,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001466,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001466,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001466,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001466,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001466,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001467,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001467,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001467,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001467,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001467,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001467,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001467,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001467,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001467,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001467,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001467,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001467,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001467,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001468,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001468,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001468,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001468,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001468,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001468,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001468,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001468,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001468,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001468,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001468,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001468,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001468,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001469,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001469,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001469,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001469,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001469,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001469,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001469,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001469,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001469,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001469,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001469,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001470,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001470,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001470,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001470,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001470,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001470,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001470,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001470,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001470,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001470,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001470,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001470,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001470,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001471,Ethanolamine
P0A6H8,Cardiolipin synthase A,PathBank_SMP0001471,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001471,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001471,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001471,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001471,Ethanolamine
P0AA84,Cardiolipin synthase B,PathBank_SMP0001471,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001471,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001471,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001471,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001471,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001471,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001471,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001472,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001472,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001472,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001472,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001472,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001472,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001472,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001472,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001472,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001472,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001472,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001473,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001473,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001473,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001473,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001473,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001473,Ethanolamine
P0ABG1,Phosphatidate cytidylyltransferase,PathBank_SMP0001473,Ethanolamine
P18200,Phosphatidylglycerophosphatase A,PathBank_SMP0001473,Ethanolamine
P23830,CDP-diacylglycerol--serine O-phosphatidyltransferase PssA,PathBank_SMP0001473,Ethanolamine
P26647,1-acyl-sn-glycerol-3-phosphate acyltransferase,PathBank_SMP0001473,Ethanolamine
P75919,Cardiolipin synthase C,PathBank_SMP0001473,Ethanolamine
P0A6A8,Acyl carrier protein,PathBank_SMP0001474,Ethanolamine
P0A6S7,Glycerol-3-phosphate dehydrogenase [NAD(P)+],PathBank_SMP0001474,Ethanolamine
P0A7A7,Glycerol-3-phosphate acyltransferase,PathBank_SMP0001474,Ethanolamine
P0A8K1,Phosphatidylserine decarboxylase proenzyme,PathBank_SMP0001474,Ethanolamine
P0A924,Phosphatidylglycerophosphatase B,PathBank_SMP0001474,Ethanolamine
P0ABF8,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,PathBank_SMP0001474,Ethanolamine
