action,actname,actvalue,cid,citations,cmpdname,dois,dsn,evids,evurls,geneid,genename,pclids,pmcids,pmids,protacxn,protname,srccmpd,srccmpdname,srccmpdurl,srctarget,srctargetname,srctargeturl,taxid,taxname
Dantrolene inhibits the reaction [caffeine results in increased expression of MEF2A mrna]|dantrolene inhibits the reaction [caffeine results in increased expression of MEF2A protein]|caffeine results in increased expression of MEF2A mrna|caffeine results in increased expression of MEF2A protein,,,2519,"Shi L, Xu H, Wei J, Ma X, Zhang J. Caffeine induces cardiomyocyte hypertrophy via p300 and CaMKII pathways. Chem Biol Interact. 2014 Sep 25;221():35–41. doi: 10.1016/j.cbi.2014.07.011. PMID: 25093688.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:25093688,https://www.ncbi.nlm.nih.gov/pubmed/25093688,4205,MEF2A,12076543,,25093688,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,4205,MEF2A,https://ctdbase.org/detail.go?type=gene&acc=4205,10116,Rattus norvegicus (Norway rat)
Caffeine results in decreased phosphorylation of MEN1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,4221,MEN1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,4221,MEN1,https://ctdbase.org/detail.go?type=gene&acc=4221,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of DIS3L2 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,129563,DIS3L2,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,129563,DIS3L2,https://ctdbase.org/detail.go?type=gene&acc=129563,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of DLG5 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,9231,DLG5,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,9231,DLG5,https://ctdbase.org/detail.go?type=gene&acc=9231,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of DMAP1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,55929,DMAP1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,55929,DMAP1,https://ctdbase.org/detail.go?type=gene&acc=55929,9606,Homo sapiens (human)
Caffeine results in increased phosphorylation of METTL25 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,84190,METTL25,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,84190,METTL25,https://ctdbase.org/detail.go?type=gene&acc=84190,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of MEX3D protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,399664,MEX3D,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,399664,MEX3D,https://ctdbase.org/detail.go?type=gene&acc=399664,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of DMWD protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,1762,DMWD,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,1762,DMWD,https://ctdbase.org/detail.go?type=gene&acc=1762,9606,Homo sapiens (human)
"[caffeine co-treated with 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine] results in increased expression of DNAJA1 mrna|caffeine inhibits the reaction [1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine results in increased expression of DNAJA1 mrna]",,,2519,"Singh K, Singh S, Singhal NK, Sharma A, Parmar D, Singh MP. Nicotine- and caffeine-mediated changes in gene expression patterns of MPTP-lesioned mouse striatum: Implications in neuroprotection mechanism. Chem Biol Interact. 2010 Apr 29;185(2):81–93. doi: 10.1016/j.cbi.2010.03.015. PMID: 20230807.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:20230807,https://www.ncbi.nlm.nih.gov/pubmed/20230807,3301,DNAJA1,6562262,,20230807,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,3301,DNAJA1,https://ctdbase.org/detail.go?type=gene&acc=3301,10090,Mus musculus (house mouse)
Caffeine results in increased expression of DNAJC12 protein,,,2519,"Chanthick C, Thongboonkerd V. Comparative proteomics reveals concordant and discordant biochemical effects of caffeine versus epigallocatechin-3-gallate in human endothelial cells. Toxicol Appl Pharmacol. 2019 Sep 01;378():114621. doi: 10.1016/j.taap.2019.114621. PMID: 31195006.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:31195006,https://www.ncbi.nlm.nih.gov/pubmed/31195006,56521,DNAJC12,14230541,,31195006,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,56521,DNAJC12,https://ctdbase.org/detail.go?type=gene&acc=56521,9606,Homo sapiens (human)
Caffeine inhibits the reaction [cadmium results in decreased expression of MFN2 mrna],,,2519,"Labib H, Galal A. Caffeine versus antioxidant combination (Antox) and their role in modifying cadmium-induced testicular injury in adult male albino rats. Andrologia. 2021 Mar;53(2):e13948. doi: 10.1111/and.13948. PMID: 33372294.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:33372294,https://www.ncbi.nlm.nih.gov/pubmed/33372294,9927,MFN2,22370848,,33372294,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,9927,MFN2,https://ctdbase.org/detail.go?type=gene&acc=9927,10116,Rattus norvegicus (Norway rat)
Caffeine results in decreased phosphorylation of MGRN1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,23295,MGRN1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,23295,MGRN1,https://ctdbase.org/detail.go?type=gene&acc=23295,9606,Homo sapiens (human)
Caffeine inhibits the reaction [resveratrol results in increased expression of MICA protein],,,2519,"Luis Espinoza J, Takami A, Trung LQ, Nakao S. Ataxia–telangiectasia mutated kinase-mediated upregulation of <scp>NKG</scp>2<scp>D</scp> ligands on leukemia cells by resveratrol results in enhanced natural killer cell susceptibility. Cancer Science. 2013 Apr 26;104(6):657–62. doi: 10.1111/cas.12141.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:23445485,https://www.ncbi.nlm.nih.gov/pubmed/23445485,100507436,MICA,12730996,PMC7657230,23445485,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,100507436,MICA,https://ctdbase.org/detail.go?type=gene&acc=100507436,9606,Homo sapiens (human)
Caffeine results in increased phosphorylation of DNM2 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,1785,DNM2,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,1785,DNM2,https://ctdbase.org/detail.go?type=gene&acc=1785,9606,Homo sapiens (human)
Caffeine results in increased phosphorylation of DNMT3A protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,1788,DNMT3A,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,1788,DNMT3A,https://ctdbase.org/detail.go?type=gene&acc=1788,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of MICALL2 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,79778,MICALL2,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,79778,MICALL2,https://ctdbase.org/detail.go?type=gene&acc=79778,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of MIER2 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,54531,MIER2,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,54531,MIER2,https://ctdbase.org/detail.go?type=gene&acc=54531,9606,Homo sapiens (human)
Caffeine results in increased phosphorylation of MINDY1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,55793,MINDY1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,55793,MINDY1,https://ctdbase.org/detail.go?type=gene&acc=55793,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of DOCK1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,1793,DOCK1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,1793,DOCK1,https://ctdbase.org/detail.go?type=gene&acc=1793,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of DOK1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,1796,DOK1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,1796,DOK1,https://ctdbase.org/detail.go?type=gene&acc=1796,9606,Homo sapiens (human)
Caffeine affects the phosphorylation of DOP1B protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,9980,DOP1B,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,9980,DOP1B,https://ctdbase.org/detail.go?type=gene&acc=9980,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of CSNK1G3 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,1456,CSNK1G3,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,1456,CSNK1G3,https://ctdbase.org/detail.go?type=gene&acc=1456,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of CSTF1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,1477,CSTF1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,1477,CSTF1,https://ctdbase.org/detail.go?type=gene&acc=1477,9606,Homo sapiens (human)
Caffeine results in decreased expression of LDHA mRNA,,,2519,"Gore MA, Morshedi MM, Reidhaar-Olson JF. Gene expression changes associated with cytotoxicity identified using cDNA arrays. Funct Integr Genomics. 2000 Sep;1(2):114–26. doi: 10.1007/s101420000015. PMID: 11793227.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:11793227,https://www.ncbi.nlm.nih.gov/pubmed/11793227,3939,LDHA,30747595,,11793227,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,3939,LDHA,https://ctdbase.org/detail.go?type=gene&acc=3939,9606,Homo sapiens (human)
Caffeine results in increased phosphorylation of LEMD2 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,221496,LEMD2,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,221496,LEMD2,https://ctdbase.org/detail.go?type=gene&acc=221496,9606,Homo sapiens (human)
Caffeine results in decreased phosphorylation of CTDP1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,9150,CTDP1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,9150,CTDP1,https://ctdbase.org/detail.go?type=gene&acc=9150,9606,Homo sapiens (human)
Caffeine results in increased phosphorylation of CTNNAL1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,8727,CTNNAL1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,8727,CTNNAL1,https://ctdbase.org/detail.go?type=gene&acc=8727,9606,Homo sapiens (human)
Caffeine results in increased phosphorylation of CTNNBIP1 protein,,,2519,"Zhang Z, Zhang Y, Li Y, Jiang S, Xu F, Li K, Chang L, Gao H, Kukic P, Carmichael PL, Liddell M, Li J, Zhang Q, Lyu Z, Peng S, Zuo T, Tulum L, Xu P. Quantitative phosphoproteomics reveal cellular responses from caffeine, coumarin and quercetin in treated HepG2 cells. Toxicol Appl Pharmacol. 2022 Aug 15;449():116110. doi: 10.1016/j.taap.2022.116110. PMID: 35688186.",Caffeine,,Comparative Toxicogenomics Database (CTD),PMID:35688186,https://www.ncbi.nlm.nih.gov/pubmed/35688186,56998,CTNNBIP1,34251403,,35688186,,,D002110,Caffeine,https://ctdbase.org/detail.go?type=chem&acc=D002110,56998,CTNNBIP1,https://ctdbase.org/detail.go?type=gene&acc=56998,9606,Homo sapiens (human)
